"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","I5101",""
"地域 コード","地域","調査年 コード","調査年","/項目","I5101_病院数【施設】","注釈"
"23219","愛知県 小牧市","2019100000","2019年度","","3",""
"23219","愛知県 小牧市","2018100000","2018年度","","2",""
"23219","愛知県 小牧市","2017100000","2017年度","","2",""
"23219","愛知県 小牧市","2016100000","2016年度","","2",""
"23219","愛知県 小牧市","2015100000","2015年度","","2",""
"23219","愛知県 小牧市","2014100000","2014年度","","2",""
"23219","愛知県 小牧市","2013100000","2013年度","","2",""
"23219","愛知県 小牧市","2012100000","2012年度","","2",""
"23219","愛知県 小牧市","2011100000","2011年度","","2",""
"23219","愛知県 小牧市","2010100000","2010年度","","2",""
"23219","愛知県 小牧市","2009100000","2009年度","","2",""
"23219","愛知県 小牧市","2008100000","2008年度","","2",""
"23219","愛知県 小牧市","2007100000","2007年度","","2",""
"23219","愛知県 小牧市","2006100000","2006年度","","2",""
"23219","愛知県 小牧市","2005100000","2005年度","","2",""
"23219","愛知県 小牧市","2004100000","2004年度","","2",""
"23219","愛知県 小牧市","2003100000","2003年度","","2",""
"23219","愛知県 小牧市","2002100000","2002年度","","2",""
"23219","愛知県 小牧市","2001100000","2001年度","","2",""
"23219","愛知県 小牧市","2000100000","2000年度","","2",""
"23219","愛知県 小牧市","1999100000","1999年度","","2",""
"23219","愛知県 小牧市","1998100000","1998年度","","2",""
"23219","愛知県 小牧市","1997100000","1997年度","","3",""
"23220","愛知県 稲沢市","2019100000","2019年度","","4",""
"23220","愛知県 稲沢市","2018100000","2018年度","","4",""
"23220","愛知県 稲沢市","2017100000","2017年度","","4",""
"23220","愛知県 稲沢市","2016100000","2016年度","","4",""
"23220","愛知県 稲沢市","2015100000","2015年度","","4",""
"23220","愛知県 稲沢市","2014100000","2014年度","","4",""
"23220","愛知県 稲沢市","2013100000","2013年度","","4",""
"23220","愛知県 稲沢市","2012100000","2012年度","","4",""
"23220","愛知県 稲沢市","2011100000","2011年度","","4",""
"23220","愛知県 稲沢市","2010100000","2010年度","","4",""
"23220","愛知県 稲沢市","2009100000","2009年度","","4",""
"23220","愛知県 稲沢市","2008100000","2008年度","","4",""
"23220","愛知県 稲沢市","2007100000","2007年度","","4",""
"23220","愛知県 稲沢市","2006100000","2006年度","","4",""
"23220","愛知県 稲沢市","2005100000","2005年度","","4",""
"23220","愛知県 稲沢市","2004100000","2004年度","","4",""
"23220","愛知県 稲沢市","2003100000","2003年度","","4",""
"23220","愛知県 稲沢市","2002100000","2002年度","","4",""
"23220","愛知県 稲沢市","2001100000","2001年度","","4",""
"23220","愛知県 稲沢市","2000100000","2000年度","","4",""
"23220","愛知県 稲沢市","1999100000","1999年度","","4",""
"23220","愛知県 稲沢市","1998100000","1998年度","","4",""
"23220","愛知県 稲沢市","1997100000","1997年度","","4",""
"23221","愛知県 新城市","2019100000","2019年度","","4",""
"23221","愛知県 新城市","2018100000","2018年度","","4",""
"23221","愛知県 新城市","2017100000","2017年度","","4",""
"23221","愛知県 新城市","2016100000","2016年度","","4",""
"23221","愛知県 新城市","2015100000","2015年度","","5",""
"23221","愛知県 新城市","2014100000","2014年度","","5",""
"23221","愛知県 新城市","2013100000","2013年度","","5",""
"23221","愛知県 新城市","2012100000","2012年度","","5",""
"23221","愛知県 新城市","2011100000","2011年度","","5",""
"23221","愛知県 新城市","2010100000","2010年度","","5",""
"23221","愛知県 新城市","2009100000","2009年度","","5",""
"23221","愛知県 新城市","2008100000","2008年度","","5",""
"23221","愛知県 新城市","2007100000","2007年度","","5",""
"23221","愛知県 新城市","2006100000","2006年度","","5",""
"23221","愛知県 新城市","2005100000","2005年度","","5",""
"23221","愛知県 新城市","2004100000","2004年度","","5",""
"23221","愛知県 新城市","2003100000","2003年度","","5",""
"23221","愛知県 新城市","2002100000","2002年度","","5",""
"23221","愛知県 新城市","2001100000","2001年度","","5",""
"23221","愛知県 新城市","2000100000","2000年度","","5",""
"23221","愛知県 新城市","1999100000","1999年度","","5",""
"23221","愛知県 新城市","1998100000","1998年度","","5",""
"23221","愛知県 新城市","1997100000","1997年度","","5",""
"23222","愛知県 東海市","2019100000","2019年度","","2",""
"23222","愛知県 東海市","2018100000","2018年度","","2",""
"23222","愛知県 東海市","2017100000","2017年度","","2",""
"23222","愛知県 東海市","2016100000","2016年度","","2",""
"23222","愛知県 東海市","2015100000","2015年度","","2",""
"23222","愛知県 東海市","2014100000","2014年度","","2",""
"23222","愛知県 東海市","2013100000","2013年度","","2",""
"23222","愛知県 東海市","2012100000","2012年度","","2",""
"23222","愛知県 東海市","2011100000","2011年度","","3",""
"23222","愛知県 東海市","2010100000","2010年度","","3",""
"23222","愛知県 東海市","2009100000","2009年度","","3",""
"23222","愛知県 東海市","2008100000","2008年度","","3",""
"23222","愛知県 東海市","2007100000","2007年度","","3",""
"23222","愛知県 東海市","2006100000","2006年度","","3",""
"23222","愛知県 東海市","2005100000","2005年度","","3",""
"23222","愛知県 東海市","2004100000","2004年度","","3",""
"23222","愛知県 東海市","2003100000","2003年度","","3",""
"23222","愛知県 東海市","2002100000","2002年度","","3",""
"23222","愛知県 東海市","2001100000","2001年度","","3",""
"23222","愛知県 東海市","2000100000","2000年度","","3",""
"23222","愛知県 東海市","1999100000","1999年度","","3",""
"23222","愛知県 東海市","1998100000","1998年度","","3",""
"23222","愛知県 東海市","1997100000","1997年度","","3",""
"23223","愛知県 大府市","2019100000","2019年度","","3",""
"23223","愛知県 大府市","2018100000","2018年度","","3",""
"23223","愛知県 大府市","2017100000","2017年度","","3",""
"23223","愛知県 大府市","2016100000","2016年度","","3",""
"23223","愛知県 大府市","2015100000","2015年度","","4",""
"23223","愛知県 大府市","2014100000","2014年度","","4",""
"23223","愛知県 大府市","2013100000","2013年度","","4",""
"23223","愛知県 大府市","2012100000","2012年度","","4",""
"23223","愛知県 大府市","2011100000","2011年度","","4",""
"23223","愛知県 大府市","2010100000","2010年度","","4",""
"23223","愛知県 大府市","2009100000","2009年度","","4",""
"23223","愛知県 大府市","2008100000","2008年度","","4",""
"23223","愛知県 大府市","2007100000","2007年度","","4",""
"23223","愛知県 大府市","2006100000","2006年度","","4",""
"23223","愛知県 大府市","2005100000","2005年度","","4",""
"23223","愛知県 大府市","2004100000","2004年度","","4",""
"23223","愛知県 大府市","2003100000","2003年度","","4",""
"23223","愛知県 大府市","2002100000","2002年度","","4",""
"23223","愛知県 大府市","2001100000","2001年度","","3",""
"23223","愛知県 大府市","2000100000","2000年度","","3",""
"23223","愛知県 大府市","1999100000","1999年度","","3",""
"23223","愛知県 大府市","1998100000","1998年度","","3",""
"23223","愛知県 大府市","1997100000","1997年度","","3",""
"23224","愛知県 知多市","2019100000","2019年度","","3",""
"23224","愛知県 知多市","2018100000","2018年度","","3",""
"23224","愛知県 知多市","2017100000","2017年度","","3",""
"23224","愛知県 知多市","2016100000","2016年度","","2",""
"23224","愛知県 知多市","2015100000","2015年度","","2",""
"23224","愛知県 知多市","2014100000","2014年度","","2",""
"23224","愛知県 知多市","2013100000","2013年度","","2",""
"23224","愛知県 知多市","2012100000","2012年度","","2",""
"23224","愛知県 知多市","2011100000","2011年度","","2",""
"23224","愛知県 知多市","2010100000","2010年度","","2",""
"23224","愛知県 知多市","2009100000","2009年度","","2",""
"23224","愛知県 知多市","2008100000","2008年度","","2",""
"23224","愛知県 知多市","2007100000","2007年度","","2",""
"23224","愛知県 知多市","2006100000","2006年度","","2",""
"23224","愛知県 知多市","2005100000","2005年度","","2",""
"23224","愛知県 知多市","2004100000","2004年度","","2",""
"23224","愛知県 知多市","2003100000","2003年度","","2",""
"23224","愛知県 知多市","2002100000","2002年度","","2",""
"23224","愛知県 知多市","2001100000","2001年度","","2",""
"23224","愛知県 知多市","2000100000","2000年度","","2",""
"23224","愛知県 知多市","1999100000","1999年度","","2",""
"23224","愛知県 知多市","1998100000","1998年度","","2",""
"23224","愛知県 知多市","1997100000","1997年度","","2",""
"23225","愛知県 知立市","2019100000","2019年度","","2",""
"23225","愛知県 知立市","2018100000","2018年度","","2",""
"23225","愛知県 知立市","2017100000","2017年度","","2",""
"23225","愛知県 知立市","2016100000","2016年度","","2",""
"23225","愛知県 知立市","2015100000","2015年度","","2",""
"23225","愛知県 知立市","2014100000","2014年度","","2",""
"23225","愛知県 知立市","2013100000","2013年度","","2",""
"23225","愛知県 知立市","2012100000","2012年度","","2",""
"23225","愛知県 知立市","2011100000","2011年度","","2",""
"23225","愛知県 知立市","2010100000","2010年度","","2",""
"23225","愛知県 知立市","2009100000","2009年度","","2",""
"23225","愛知県 知立市","2008100000","2008年度","","2",""
"23225","愛知県 知立市","2007100000","2007年度","","2",""
"23225","愛知県 知立市","2006100000","2006年度","","2",""
"23225","愛知県 知立市","2005100000","2005年度","","3",""
"23225","愛知県 知立市","2004100000","2004年度","","3",""
"23225","愛知県 知立市","2003100000","2003年度","","3",""
"23225","愛知県 知立市","2002100000","2002年度","","3",""
"23225","愛知県 知立市","2001100000","2001年度","","3",""
"23225","愛知県 知立市","2000100000","2000年度","","3",""
"23225","愛知県 知立市","1999100000","1999年度","","3",""
"23225","愛知県 知立市","1998100000","1998年度","","3",""
"23225","愛知県 知立市","1997100000","1997年度","","3",""
"23226","愛知県 尾張旭市","2019100000","2019年度","","1",""
"23226","愛知県 尾張旭市","2018100000","2018年度","","1",""
"23226","愛知県 尾張旭市","2017100000","2017年度","","1",""
"23226","愛知県 尾張旭市","2016100000","2016年度","","1",""
"23226","愛知県 尾張旭市","2015100000","2015年度","","1",""
"23226","愛知県 尾張旭市","2014100000","2014年度","","1",""
"23226","愛知県 尾張旭市","2013100000","2013年度","","1",""
"23226","愛知県 尾張旭市","2012100000","2012年度","","1",""
"23226","愛知県 尾張旭市","2011100000","2011年度","","2",""
"23226","愛知県 尾張旭市","2010100000","2010年度","","2",""
"23226","愛知県 尾張旭市","2009100000","2009年度","","2",""
"23226","愛知県 尾張旭市","2008100000","2008年度","","2",""
"23226","愛知県 尾張旭市","2007100000","2007年度","","2",""
"23226","愛知県 尾張旭市","2006100000","2006年度","","2",""
"23226","愛知県 尾張旭市","2005100000","2005年度","","2",""
"23226","愛知県 尾張旭市","2004100000","2004年度","","2",""
"23226","愛知県 尾張旭市","2003100000","2003年度","","2",""
"23226","愛知県 尾張旭市","2002100000","2002年度","","2",""
"23226","愛知県 尾張旭市","2001100000","2001年度","","2",""
"23226","愛知県 尾張旭市","2000100000","2000年度","","2",""
"23226","愛知県 尾張旭市","1999100000","1999年度","","2",""
"23226","愛知県 尾張旭市","1998100000","1998年度","","2",""
"23226","愛知県 尾張旭市","1997100000","1997年度","","2",""
"23227","愛知県 高浜市","2019100000","2019年度","","1",""
"23227","愛知県 高浜市","2018100000","2018年度","","1",""
"23227","愛知県 高浜市","2017100000","2017年度","","1",""
"23227","愛知県 高浜市","2016100000","2016年度","","1",""
"23227","愛知県 高浜市","2015100000","2015年度","","1",""
"23227","愛知県 高浜市","2014100000","2014年度","","1",""
"23227","愛知県 高浜市","2013100000","2013年度","","1",""
"23227","愛知県 高浜市","2012100000","2012年度","","1",""
"23227","愛知県 高浜市","2011100000","2011年度","","1",""
"23227","愛知県 高浜市","2010100000","2010年度","","1",""
"23227","愛知県 高浜市","2009100000","2009年度","","1",""
"23227","愛知県 高浜市","2008100000","2008年度","","1",""
"23227","愛知県 高浜市","2007100000","2007年度","","1",""
"23227","愛知県 高浜市","2006100000","2006年度","","1",""
"23227","愛知県 高浜市","2005100000","2005年度","","1",""
"23227","愛知県 高浜市","2004100000","2004年度","","1",""
"23227","愛知県 高浜市","2003100000","2003年度","","1",""
"23227","愛知県 高浜市","2002100000","2002年度","","1",""
"23227","愛知県 高浜市","2001100000","2001年度","","1",""
"23227","愛知県 高浜市","2000100000","2000年度","","1",""
"23227","愛知県 高浜市","1999100000","1999年度","","1",""
"23227","愛知県 高浜市","1998100000","1998年度","","1",""
"23227","愛知県 高浜市","1997100000","1997年度","","1",""
"23228","愛知県 岩倉市","2019100000","2019年度","","1",""
"23228","愛知県 岩倉市","2018100000","2018年度","","1",""
"23228","愛知県 岩倉市","2017100000","2017年度","","1",""
"23228","愛知県 岩倉市","2016100000","2016年度","","1",""
"23228","愛知県 岩倉市","2015100000","2015年度","","1",""
"23228","愛知県 岩倉市","2014100000","2014年度","","1",""
"23228","愛知県 岩倉市","2013100000","2013年度","","1",""
"23228","愛知県 岩倉市","2012100000","2012年度","","1",""
"23228","愛知県 岩倉市","2011100000","2011年度","","1",""
"23228","愛知県 岩倉市","2010100000","2010年度","","1",""
"23228","愛知県 岩倉市","2009100000","2009年度","","1",""
"23228","愛知県 岩倉市","2008100000","2008年度","","1",""
"23228","愛知県 岩倉市","2007100000","2007年度","","1",""
"23228","愛知県 岩倉市","2006100000","2006年度","","1",""
"23228","愛知県 岩倉市","2005100000","2005年度","","1",""
"23228","愛知県 岩倉市","2004100000","2004年度","","1",""
"23228","愛知県 岩倉市","2003100000","2003年度","","1",""
"23228","愛知県 岩倉市","2002100000","2002年度","","1",""
"23228","愛知県 岩倉市","2001100000","2001年度","","1",""
"23228","愛知県 岩倉市","2000100000","2000年度","","1",""
"23228","愛知県 岩倉市","1999100000","1999年度","","1",""
"23228","愛知県 岩倉市","1998100000","1998年度","","1",""
"23228","愛知県 岩倉市","1997100000","1997年度","","1",""
"23229","愛知県 豊明市","2019100000","2019年度","","3",""
"23229","愛知県 豊明市","2018100000","2018年度","","3",""
"23229","愛知県 豊明市","2017100000","2017年度","","3",""
"23229","愛知県 豊明市","2016100000","2016年度","","3",""
"23229","愛知県 豊明市","2015100000","2015年度","","3",""
"23229","愛知県 豊明市","2014100000","2014年度","","3",""
"23229","愛知県 豊明市","2013100000","2013年度","","3",""
"23229","愛知県 豊明市","2012100000","2012年度","","3",""
"23229","愛知県 豊明市","2011100000","2011年度","","3",""
"23229","愛知県 豊明市","2010100000","2010年度","","3",""
"23229","愛知県 豊明市","2009100000","2009年度","","3",""
"23229","愛知県 豊明市","2008100000","2008年度","","3",""
"23229","愛知県 豊明市","2007100000","2007年度","","3",""
"23229","愛知県 豊明市","2006100000","2006年度","","3",""
"23229","愛知県 豊明市","2005100000","2005年度","","3",""
"23229","愛知県 豊明市","2004100000","2004年度","","3",""
"23229","愛知県 豊明市","2003100000","2003年度","","3",""
"23229","愛知県 豊明市","2002100000","2002年度","","3",""
"23229","愛知県 豊明市","2001100000","2001年度","","3",""
"23229","愛知県 豊明市","2000100000","2000年度","","3",""
"23229","愛知県 豊明市","1999100000","1999年度","","3",""
"23229","愛知県 豊明市","1998100000","1998年度","","3",""
"23229","愛知県 豊明市","1997100000","1997年度","","3",""
"23230","愛知県 日進市","2019100000","2019年度","","3",""
"23230","愛知県 日進市","2018100000","2018年度","","3",""
"23230","愛知県 日進市","2017100000","2017年度","","3",""
"23230","愛知県 日進市","2016100000","2016年度","","3",""
"23230","愛知県 日進市","2015100000","2015年度","","3",""
"23230","愛知県 日進市","2014100000","2014年度","","3",""
"23230","愛知県 日進市","2013100000","2013年度","","3",""
"23230","愛知県 日進市","2012100000","2012年度","","3",""
"23230","愛知県 日進市","2011100000","2011年度","","3",""
"23230","愛知県 日進市","2010100000","2010年度","","3",""
"23230","愛知県 日進市","2009100000","2009年度","","3",""
"23230","愛知県 日進市","2008100000","2008年度","","3",""
"23230","愛知県 日進市","2007100000","2007年度","","3",""
"23230","愛知県 日進市","2006100000","2006年度","","3",""
"23230","愛知県 日進市","2005100000","2005年度","","3",""
"23230","愛知県 日進市","2004100000","2004年度","","3",""
"23230","愛知県 日進市","2003100000","2003年度","","3",""
"23230","愛知県 日進市","2002100000","2002年度","","3",""
"23230","愛知県 日進市","2001100000","2001年度","","3",""
"23230","愛知県 日進市","2000100000","2000年度","","3",""
"23230","愛知県 日進市","1999100000","1999年度","","3",""
"23230","愛知県 日進市","1998100000","1998年度","","3",""
"23230","愛知県 日進市","1997100000","1997年度","","3",""
"23231","愛知県 田原市","2019100000","2019年度","","1",""
"23231","愛知県 田原市","2018100000","2018年度","","1",""
"23231","愛知県 田原市","2017100000","2017年度","","1",""
"23231","愛知県 田原市","2016100000","2016年度","","1",""
"23231","愛知県 田原市","2015100000","2015年度","","1",""
"23231","愛知県 田原市","2014100000","2014年度","","1",""
"23231","愛知県 田原市","2013100000","2013年度","","1",""
"23231","愛知県 田原市","2012100000","2012年度","","1",""
"23231","愛知県 田原市","2011100000","2011年度","","1",""
"23231","愛知県 田原市","2010100000","2010年度","","1",""
"23231","愛知県 田原市","2009100000","2009年度","","1",""
"23231","愛知県 田原市","2008100000","2008年度","","1",""
"23231","愛知県 田原市","2007100000","2007年度","","1",""
"23231","愛知県 田原市","2006100000","2006年度","","1",""
"23231","愛知県 田原市","2005100000","2005年度","","1",""
"23231","愛知県 田原市","2004100000","2004年度","","1",""
"23231","愛知県 田原市","2003100000","2003年度","","1",""
"23231","愛知県 田原市","2002100000","2002年度","","1",""
"23231","愛知県 田原市","2001100000","2001年度","","1",""
"23231","愛知県 田原市","2000100000","2000年度","","1",""
"23231","愛知県 田原市","1999100000","1999年度","","1",""
"23231","愛知県 田原市","1998100000","1998年度","","1",""
"23231","愛知県 田原市","1997100000","1997年度","","1",""
"23232","愛知県 愛西市","2019100000","2019年度","","0",""
"23232","愛知県 愛西市","2018100000","2018年度","","0",""
"23232","愛知県 愛西市","2017100000","2017年度","","0",""
"23232","愛知県 愛西市","2016100000","2016年度","","0",""
"23232","愛知県 愛西市","2015100000","2015年度","","0",""
"23232","愛知県 愛西市","2014100000","2014年度","","0",""
"23232","愛知県 愛西市","2013100000","2013年度","","0",""
"23232","愛知県 愛西市","2012100000","2012年度","","0",""
"23232","愛知県 愛西市","2011100000","2011年度","","0",""
"23232","愛知県 愛西市","2010100000","2010年度","","0",""
"23232","愛知県 愛西市","2009100000","2009年度","","0",""
"23232","愛知県 愛西市","2008100000","2008年度","","0",""
"23232","愛知県 愛西市","2007100000","2007年度","","0",""
"23232","愛知県 愛西市","2006100000","2006年度","","1",""
"23232","愛知県 愛西市","2005100000","2005年度","","1",""
"23232","愛知県 愛西市","2004100000","2004年度","","1",""
"23232","愛知県 愛西市","2003100000","2003年度","","1",""
"23232","愛知県 愛西市","2002100000","2002年度","","1",""
"23232","愛知県 愛西市","2001100000","2001年度","","1",""
"23232","愛知県 愛西市","2000100000","2000年度","","1",""
"23232","愛知県 愛西市","1999100000","1999年度","","1",""
"23232","愛知県 愛西市","1998100000","1998年度","","1",""
"23232","愛知県 愛西市","1997100000","1997年度","","1",""
"23233","愛知県 清須市","2019100000","2019年度","","3",""
"23233","愛知県 清須市","2018100000","2018年度","","3",""
"23233","愛知県 清須市","2017100000","2017年度","","3",""
"23233","愛知県 清須市","2016100000","2016年度","","3",""
"23233","愛知県 清須市","2015100000","2015年度","","3",""
"23233","愛知県 清須市","2014100000","2014年度","","3",""
"23233","愛知県 清須市","2013100000","2013年度","","3",""
"23233","愛知県 清須市","2012100000","2012年度","","3",""
"23233","愛知県 清須市","2011100000","2011年度","","3",""
"23233","愛知県 清須市","2010100000","2010年度","","3",""
"23233","愛知県 清須市","2009100000","2009年度","","3",""
"23233","愛知県 清須市","2008100000","2008年度","","3",""
"23233","愛知県 清須市","2007100000","2007年度","","3",""
"23233","愛知県 清須市","2006100000","2006年度","","3",""
"23233","愛知県 清須市","2005100000","2005年度","","3",""
"23233","愛知県 清須市","2004100000","2004年度","","3",""
"23233","愛知県 清須市","2003100000","2003年度","","3",""
"23233","愛知県 清須市","2002100000","2002年度","","2",""
"23233","愛知県 清須市","2001100000","2001年度","","2",""
"23233","愛知県 清須市","2000100000","2000年度","","2",""
"23233","愛知県 清須市","1999100000","1999年度","","2",""
"23233","愛知県 清須市","1998100000","1998年度","","2",""
"23233","愛知県 清須市","1997100000","1997年度","","2",""
"23234","愛知県 北名古屋市","2019100000","2019年度","","2",""
"23234","愛知県 北名古屋市","2018100000","2018年度","","2",""
"23234","愛知県 北名古屋市","2017100000","2017年度","","2",""
"23234","愛知県 北名古屋市","2016100000","2016年度","","2",""
"23234","愛知県 北名古屋市","2015100000","2015年度","","2",""
"23234","愛知県 北名古屋市","2014100000","2014年度","","2",""
"23234","愛知県 北名古屋市","2013100000","2013年度","","2",""
"23234","愛知県 北名古屋市","2012100000","2012年度","","2",""
"23234","愛知県 北名古屋市","2011100000","2011年度","","2",""
"23234","愛知県 北名古屋市","2010100000","2010年度","","2",""
"23234","愛知県 北名古屋市","2009100000","2009年度","","2",""
"23234","愛知県 北名古屋市","2008100000","2008年度","","2",""
"23234","愛知県 北名古屋市","2007100000","2007年度","","2",""
"23234","愛知県 北名古屋市","2006100000","2006年度","","3",""
"23234","愛知県 北名古屋市","2005100000","2005年度","","3",""
"23234","愛知県 北名古屋市","2004100000","2004年度","","3",""
"23234","愛知県 北名古屋市","2003100000","2003年度","","3",""
"23234","愛知県 北名古屋市","2002100000","2002年度","","1",""
"23234","愛知県 北名古屋市","2001100000","2001年度","","1",""
"23234","愛知県 北名古屋市","2000100000","2000年度","","1",""
"23234","愛知県 北名古屋市","1999100000","1999年度","","1",""
"23234","愛知県 北名古屋市","1998100000","1998年度","","1",""
"23234","愛知県 北名古屋市","1997100000","1997年度","","2",""
"23235","愛知県 弥富市","2019100000","2019年度","","2",""
"23235","愛知県 弥富市","2018100000","2018年度","","2",""
"23235","愛知県 弥富市","2017100000","2017年度","","2",""
"23235","愛知県 弥富市","2016100000","2016年度","","2",""
"23235","愛知県 弥富市","2015100000","2015年度","","2",""
"23235","愛知県 弥富市","2014100000","2014年度","","2",""
"23235","愛知県 弥富市","2013100000","2013年度","","2",""
"23235","愛知県 弥富市","2012100000","2012年度","","2",""
"23235","愛知県 弥富市","2011100000","2011年度","","2",""
"23235","愛知県 弥富市","2010100000","2010年度","","2",""
"23235","愛知県 弥富市","2009100000","2009年度","","2",""
"23235","愛知県 弥富市","2008100000","2008年度","","2",""
"23235","愛知県 弥富市","2007100000","2007年度","","2",""
"23235","愛知県 弥富市","2006100000","2006年度","","2",""
"23235","愛知県 弥富市","2005100000","2005年度","","2",""
"23235","愛知県 弥富市","2004100000","2004年度","","2",""
"23235","愛知県 弥富市","2003100000","2003年度","","2",""
"23235","愛知県 弥富市","2002100000","2002年度","","2",""
"23235","愛知県 弥富市","2001100000","2001年度","","1",""
"23235","愛知県 弥富市","2000100000","2000年度","","1",""
"23235","愛知県 弥富市","1999100000","1999年度","","1",""
"23235","愛知県 弥富市","1998100000","1998年度","","1",""
"23235","愛知県 弥富市","1997100000","1997年度","","1",""
"23236","愛知県 みよし市","2019100000","2019年度","","2",""
"23236","愛知県 みよし市","2018100000","2018年度","","2",""
"23236","愛知県 みよし市","2017100000","2017年度","","2",""
"23236","愛知県 みよし市","2016100000","2016年度","","2",""
"23236","愛知県 みよし市","2015100000","2015年度","","2",""
"23236","愛知県 みよし市","2014100000","2014年度","","2",""
"23236","愛知県 みよし市","2013100000","2013年度","","2",""
"23236","愛知県 みよし市","2012100000","2012年度","","2",""
"23236","愛知県 みよし市","2011100000","2011年度","","2",""
"23236","愛知県 みよし市","2010100000","2010年度","","2",""
"23236","愛知県 みよし市","2009100000","2009年度","","2",""
"23236","愛知県 みよし市","2008100000","2008年度","","2",""
"23236","愛知県 みよし市","2007100000","2007年度","","2",""
"23236","愛知県 みよし市","2006100000","2006年度","","2",""
"23236","愛知県 みよし市","2005100000","2005年度","","2",""
"23236","愛知県 みよし市","2004100000","2004年度","","2",""
"23236","愛知県 みよし市","2003100000","2003年度","","2",""
"23236","愛知県 みよし市","2002100000","2002年度","","2",""
"23236","愛知県 みよし市","2001100000","2001年度","","2",""
"23236","愛知県 みよし市","2000100000","2000年度","","2",""
"23236","愛知県 みよし市","1999100000","1999年度","","2",""
"23236","愛知県 みよし市","1998100000","1998年度","","2",""
"23236","愛知県 みよし市","1997100000","1997年度","","2",""
"23237","愛知県 あま市","2019100000","2019年度","","3",""
"23237","愛知県 あま市","2018100000","2018年度","","3",""
"23237","愛知県 あま市","2017100000","2017年度","","3",""
"23237","愛知県 あま市","2016100000","2016年度","","3",""
"23237","愛知県 あま市","2015100000","2015年度","","3",""
"23237","愛知県 あま市","2014100000","2014年度","","3",""
"23237","愛知県 あま市","2013100000","2013年度","","3",""
"23237","愛知県 あま市","2012100000","2012年度","","3",""
"23237","愛知県 あま市","2011100000","2011年度","","3",""
"23237","愛知県 あま市","2010100000","2010年度","","3",""
"23237","愛知県 あま市","2009100000","2009年度","","3",""
"23237","愛知県 あま市","2008100000","2008年度","","3",""
"23237","愛知県 あま市","2007100000","2007年度","","3",""
"23237","愛知県 あま市","2006100000","2006年度","","3",""
"23237","愛知県 あま市","2005100000","2005年度","","3",""
"23237","愛知県 あま市","2004100000","2004年度","","3",""
"23237","愛知県 あま市","2003100000","2003年度","","3",""
"23237","愛知県 あま市","2002100000","2002年度","","3",""
"23237","愛知県 あま市","2001100000","2001年度","","3",""
"23237","愛知県 あま市","2000100000","2000年度","","3",""
"23237","愛知県 あま市","1999100000","1999年度","","3",""
"23237","愛知県 あま市","1998100000","1998年度","","3",""
"23237","愛知県 あま市","1997100000","1997年度","","3",""
"23238","愛知県 長久手市","2019100000","2019年度","","2",""
"23238","愛知県 長久手市","2018100000","2018年度","","2",""
"23238","愛知県 長久手市","2017100000","2017年度","","2",""
"23238","愛知県 長久手市","2016100000","2016年度","","2",""
"23238","愛知県 長久手市","2015100000","2015年度","","2",""
"23238","愛知県 長久手市","2014100000","2014年度","","2",""
"23238","愛知県 長久手市","2013100000","2013年度","","2",""
"23238","愛知県 長久手市","2012100000","2012年度","","2",""
"23238","愛知県 長久手市","2011100000","2011年度","","2",""
"23238","愛知県 長久手市","2010100000","2010年度","","2",""
"23238","愛知県 長久手市","2009100000","2009年度","","2",""
"23238","愛知県 長久手市","2008100000","2008年度","","2",""
"23238","愛知県 長久手市","2007100000","2007年度","","2",""
"23238","愛知県 長久手市","2006100000","2006年度","","2",""
"23238","愛知県 長久手市","2005100000","2005年度","","2",""
"23238","愛知県 長久手市","2004100000","2004年度","","2",""
"23238","愛知県 長久手市","2003100000","2003年度","","2",""
"23238","愛知県 長久手市","2002100000","2002年度","","2",""
"23238","愛知県 長久手市","2001100000","2001年度","","2",""
"23238","愛知県 長久手市","2000100000","2000年度","","2",""
"23238","愛知県 長久手市","1999100000","1999年度","","2",""
"23238","愛知県 長久手市","1998100000","1998年度","","2",""
"23238","愛知県 長久手市","1997100000","1997年度","","2",""
"23302","愛知県 東郷町","2019100000","2019年度","","2",""
"23302","愛知県 東郷町","2018100000","2018年度","","2",""
"23302","愛知県 東郷町","2017100000","2017年度","","2",""
"23302","愛知県 東郷町","2016100000","2016年度","","2",""
"23302","愛知県 東郷町","2015100000","2015年度","","2",""
"23302","愛知県 東郷町","2014100000","2014年度","","2",""
"23302","愛知県 東郷町","2013100000","2013年度","","1",""
"23302","愛知県 東郷町","2012100000","2012年度","","1",""
"23302","愛知県 東郷町","2011100000","2011年度","","1",""
"23302","愛知県 東郷町","2010100000","2010年度","","1",""
"23302","愛知県 東郷町","2009100000","2009年度","","1",""
"23302","愛知県 東郷町","2008100000","2008年度","","1",""
"23302","愛知県 東郷町","2007100000","2007年度","","1",""
"23302","愛知県 東郷町","2006100000","2006年度","","1",""
"23302","愛知県 東郷町","2005100000","2005年度","","1",""
"23302","愛知県 東郷町","2004100000","2004年度","","1",""
"23302","愛知県 東郷町","2003100000","2003年度","","1",""
"23302","愛知県 東郷町","2002100000","2002年度","","1",""
"23302","愛知県 東郷町","2001100000","2001年度","","1",""
"23302","愛知県 東郷町","2000100000","2000年度","","1",""
