"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","I5101",""
"地域 コード","地域","調査年 コード","調査年","/項目","I5101_病院数【施設】","注釈"
"23302","愛知県 東郷町","1999100000","1999年度","","1",""
"23302","愛知県 東郷町","1998100000","1998年度","","1",""
"23302","愛知県 東郷町","1997100000","1997年度","","1",""
"23342","愛知県 豊山町","2019100000","2019年度","","0",""
"23342","愛知県 豊山町","2018100000","2018年度","","0",""
"23342","愛知県 豊山町","2017100000","2017年度","","0",""
"23342","愛知県 豊山町","2016100000","2016年度","","0",""
"23342","愛知県 豊山町","2015100000","2015年度","","0",""
"23342","愛知県 豊山町","2014100000","2014年度","","0",""
"23342","愛知県 豊山町","2013100000","2013年度","","0",""
"23342","愛知県 豊山町","2012100000","2012年度","","0",""
"23342","愛知県 豊山町","2011100000","2011年度","","0",""
"23342","愛知県 豊山町","2010100000","2010年度","","0",""
"23342","愛知県 豊山町","2009100000","2009年度","","0",""
"23342","愛知県 豊山町","2008100000","2008年度","","0",""
"23342","愛知県 豊山町","2007100000","2007年度","","0",""
"23342","愛知県 豊山町","2006100000","2006年度","","0",""
"23342","愛知県 豊山町","2005100000","2005年度","","0",""
"23342","愛知県 豊山町","2004100000","2004年度","","0",""
"23342","愛知県 豊山町","2003100000","2003年度","","0",""
"23342","愛知県 豊山町","2002100000","2002年度","","0",""
"23342","愛知県 豊山町","2001100000","2001年度","","0",""
"23342","愛知県 豊山町","2000100000","2000年度","","0",""
"23342","愛知県 豊山町","1999100000","1999年度","","0",""
"23342","愛知県 豊山町","1998100000","1998年度","","0",""
"23342","愛知県 豊山町","1997100000","1997年度","","0",""
"23361","愛知県 大口町","2019100000","2019年度","","1",""
"23361","愛知県 大口町","2018100000","2018年度","","1",""
"23361","愛知県 大口町","2017100000","2017年度","","1",""
"23361","愛知県 大口町","2016100000","2016年度","","1",""
"23361","愛知県 大口町","2015100000","2015年度","","1",""
"23361","愛知県 大口町","2014100000","2014年度","","1",""
"23361","愛知県 大口町","2013100000","2013年度","","1",""
"23361","愛知県 大口町","2012100000","2012年度","","1",""
"23361","愛知県 大口町","2011100000","2011年度","","1",""
"23361","愛知県 大口町","2010100000","2010年度","","1",""
"23361","愛知県 大口町","2009100000","2009年度","","1",""
"23361","愛知県 大口町","2008100000","2008年度","","1",""
"23361","愛知県 大口町","2007100000","2007年度","","1",""
"23361","愛知県 大口町","2006100000","2006年度","","1",""
"23361","愛知県 大口町","2005100000","2005年度","","1",""
"23361","愛知県 大口町","2004100000","2004年度","","1",""
"23361","愛知県 大口町","2003100000","2003年度","","1",""
"23361","愛知県 大口町","2002100000","2002年度","","1",""
"23361","愛知県 大口町","2001100000","2001年度","","1",""
"23361","愛知県 大口町","2000100000","2000年度","","1",""
"23361","愛知県 大口町","1999100000","1999年度","","1",""
"23361","愛知県 大口町","1998100000","1998年度","","1",""
"23361","愛知県 大口町","1997100000","1997年度","","1",""
"23362","愛知県 扶桑町","2019100000","2019年度","","0",""
"23362","愛知県 扶桑町","2018100000","2018年度","","0",""
"23362","愛知県 扶桑町","2017100000","2017年度","","0",""
"23362","愛知県 扶桑町","2016100000","2016年度","","0",""
"23362","愛知県 扶桑町","2015100000","2015年度","","0",""
"23362","愛知県 扶桑町","2014100000","2014年度","","0",""
"23362","愛知県 扶桑町","2013100000","2013年度","","0",""
"23362","愛知県 扶桑町","2012100000","2012年度","","0",""
"23362","愛知県 扶桑町","2011100000","2011年度","","0",""
"23362","愛知県 扶桑町","2010100000","2010年度","","0",""
"23362","愛知県 扶桑町","2009100000","2009年度","","0",""
"23362","愛知県 扶桑町","2008100000","2008年度","","0",""
"23362","愛知県 扶桑町","2007100000","2007年度","","0",""
"23362","愛知県 扶桑町","2006100000","2006年度","","0",""
"23362","愛知県 扶桑町","2005100000","2005年度","","0",""
"23362","愛知県 扶桑町","2004100000","2004年度","","0",""
"23362","愛知県 扶桑町","2003100000","2003年度","","0",""
"23362","愛知県 扶桑町","2002100000","2002年度","","0",""
"23362","愛知県 扶桑町","2001100000","2001年度","","0",""
"23362","愛知県 扶桑町","2000100000","2000年度","","0",""
"23362","愛知県 扶桑町","1999100000","1999年度","","0",""
"23362","愛知県 扶桑町","1998100000","1998年度","","0",""
"23362","愛知県 扶桑町","1997100000","1997年度","","0",""
"23424","愛知県 大治町","2019100000","2019年度","","0",""
"23424","愛知県 大治町","2018100000","2018年度","","0",""
"23424","愛知県 大治町","2017100000","2017年度","","0",""
"23424","愛知県 大治町","2016100000","2016年度","","0",""
"23424","愛知県 大治町","2015100000","2015年度","","0",""
"23424","愛知県 大治町","2014100000","2014年度","","0",""
"23424","愛知県 大治町","2013100000","2013年度","","0",""
"23424","愛知県 大治町","2012100000","2012年度","","0",""
"23424","愛知県 大治町","2011100000","2011年度","","0",""
"23424","愛知県 大治町","2010100000","2010年度","","0",""
"23424","愛知県 大治町","2009100000","2009年度","","0",""
"23424","愛知県 大治町","2008100000","2008年度","","0",""
"23424","愛知県 大治町","2007100000","2007年度","","0",""
"23424","愛知県 大治町","2006100000","2006年度","","0",""
"23424","愛知県 大治町","2005100000","2005年度","","0",""
"23424","愛知県 大治町","2004100000","2004年度","","0",""
"23424","愛知県 大治町","2003100000","2003年度","","0",""
"23424","愛知県 大治町","2002100000","2002年度","","0",""
"23424","愛知県 大治町","2001100000","2001年度","","0",""
"23424","愛知県 大治町","2000100000","2000年度","","0",""
"23424","愛知県 大治町","1999100000","1999年度","","0",""
"23424","愛知県 大治町","1998100000","1998年度","","0",""
"23424","愛知県 大治町","1997100000","1997年度","","0",""
"23425","愛知県 蟹江町","2019100000","2019年度","","2",""
"23425","愛知県 蟹江町","2018100000","2018年度","","2",""
"23425","愛知県 蟹江町","2017100000","2017年度","","2",""
"23425","愛知県 蟹江町","2016100000","2016年度","","2",""
"23425","愛知県 蟹江町","2015100000","2015年度","","2",""
"23425","愛知県 蟹江町","2014100000","2014年度","","1",""
"23425","愛知県 蟹江町","2013100000","2013年度","","2",""
"23425","愛知県 蟹江町","2012100000","2012年度","","2",""
"23425","愛知県 蟹江町","2011100000","2011年度","","2",""
"23425","愛知県 蟹江町","2010100000","2010年度","","2",""
"23425","愛知県 蟹江町","2009100000","2009年度","","2",""
"23425","愛知県 蟹江町","2008100000","2008年度","","2",""
"23425","愛知県 蟹江町","2007100000","2007年度","","2",""
"23425","愛知県 蟹江町","2006100000","2006年度","","2",""
"23425","愛知県 蟹江町","2005100000","2005年度","","2",""
"23425","愛知県 蟹江町","2004100000","2004年度","","2",""
"23425","愛知県 蟹江町","2003100000","2003年度","","2",""
"23425","愛知県 蟹江町","2002100000","2002年度","","2",""
"23425","愛知県 蟹江町","2001100000","2001年度","","2",""
"23425","愛知県 蟹江町","2000100000","2000年度","","2",""
"23425","愛知県 蟹江町","1999100000","1999年度","","2",""
"23425","愛知県 蟹江町","1998100000","1998年度","","2",""
"23425","愛知県 蟹江町","1997100000","1997年度","","3",""
"23427","愛知県 飛島村","2019100000","2019年度","","0",""
"23427","愛知県 飛島村","2018100000","2018年度","","0",""
"23427","愛知県 飛島村","2017100000","2017年度","","0",""
"23427","愛知県 飛島村","2016100000","2016年度","","0",""
"23427","愛知県 飛島村","2015100000","2015年度","","0",""
"23427","愛知県 飛島村","2014100000","2014年度","","0",""
"23427","愛知県 飛島村","2013100000","2013年度","","0",""
"23427","愛知県 飛島村","2012100000","2012年度","","0",""
"23427","愛知県 飛島村","2011100000","2011年度","","0",""
"23427","愛知県 飛島村","2010100000","2010年度","","0",""
"23427","愛知県 飛島村","2009100000","2009年度","","0",""
"23427","愛知県 飛島村","2008100000","2008年度","","0",""
"23427","愛知県 飛島村","2007100000","2007年度","","0",""
"23427","愛知県 飛島村","2006100000","2006年度","","0",""
"23427","愛知県 飛島村","2005100000","2005年度","","0",""
"23427","愛知県 飛島村","2004100000","2004年度","","0",""
"23427","愛知県 飛島村","2003100000","2003年度","","0",""
"23427","愛知県 飛島村","2002100000","2002年度","","0",""
"23427","愛知県 飛島村","2001100000","2001年度","","0",""
"23427","愛知県 飛島村","2000100000","2000年度","","0",""
"23427","愛知県 飛島村","1999100000","1999年度","","0",""
"23427","愛知県 飛島村","1998100000","1998年度","","0",""
"23427","愛知県 飛島村","1997100000","1997年度","","0",""
"23441","愛知県 阿久比町","2019100000","2019年度","","0",""
"23441","愛知県 阿久比町","2018100000","2018年度","","0",""
"23441","愛知県 阿久比町","2017100000","2017年度","","0",""
"23441","愛知県 阿久比町","2016100000","2016年度","","0",""
"23441","愛知県 阿久比町","2015100000","2015年度","","0",""
"23441","愛知県 阿久比町","2014100000","2014年度","","0",""
"23441","愛知県 阿久比町","2013100000","2013年度","","0",""
"23441","愛知県 阿久比町","2012100000","2012年度","","0",""
"23441","愛知県 阿久比町","2011100000","2011年度","","0",""
"23441","愛知県 阿久比町","2010100000","2010年度","","0",""
"23441","愛知県 阿久比町","2009100000","2009年度","","0",""
"23441","愛知県 阿久比町","2008100000","2008年度","","0",""
"23441","愛知県 阿久比町","2007100000","2007年度","","0",""
"23441","愛知県 阿久比町","2006100000","2006年度","","0",""
"23441","愛知県 阿久比町","2005100000","2005年度","","0",""
"23441","愛知県 阿久比町","2004100000","2004年度","","0",""
"23441","愛知県 阿久比町","2003100000","2003年度","","0",""
"23441","愛知県 阿久比町","2002100000","2002年度","","0",""
"23441","愛知県 阿久比町","2001100000","2001年度","","0",""
"23441","愛知県 阿久比町","2000100000","2000年度","","0",""
"23441","愛知県 阿久比町","1999100000","1999年度","","0",""
"23441","愛知県 阿久比町","1998100000","1998年度","","0",""
"23441","愛知県 阿久比町","1997100000","1997年度","","0",""
"23442","愛知県 東浦町","2019100000","2019年度","","1",""
"23442","愛知県 東浦町","2018100000","2018年度","","1",""
"23442","愛知県 東浦町","2017100000","2017年度","","1",""
"23442","愛知県 東浦町","2016100000","2016年度","","1",""
"23442","愛知県 東浦町","2015100000","2015年度","","1",""
"23442","愛知県 東浦町","2014100000","2014年度","","1",""
"23442","愛知県 東浦町","2013100000","2013年度","","1",""
"23442","愛知県 東浦町","2012100000","2012年度","","1",""
"23442","愛知県 東浦町","2011100000","2011年度","","1",""
"23442","愛知県 東浦町","2010100000","2010年度","","1",""
"23442","愛知県 東浦町","2009100000","2009年度","","1",""
"23442","愛知県 東浦町","2008100000","2008年度","","1",""
"23442","愛知県 東浦町","2007100000","2007年度","","1",""
"23442","愛知県 東浦町","2006100000","2006年度","","1",""
"23442","愛知県 東浦町","2005100000","2005年度","","1",""
"23442","愛知県 東浦町","2004100000","2004年度","","1",""
"23442","愛知県 東浦町","2003100000","2003年度","","1",""
"23442","愛知県 東浦町","2002100000","2002年度","","1",""
"23442","愛知県 東浦町","2001100000","2001年度","","1",""
"23442","愛知県 東浦町","2000100000","2000年度","","1",""
"23442","愛知県 東浦町","1999100000","1999年度","","1",""
"23442","愛知県 東浦町","1998100000","1998年度","","1",""
"23442","愛知県 東浦町","1997100000","1997年度","","1",""
"23445","愛知県 南知多町","2019100000","2019年度","","1",""
"23445","愛知県 南知多町","2018100000","2018年度","","1",""
"23445","愛知県 南知多町","2017100000","2017年度","","1",""
"23445","愛知県 南知多町","2016100000","2016年度","","1",""
"23445","愛知県 南知多町","2015100000","2015年度","","1",""
"23445","愛知県 南知多町","2014100000","2014年度","","1",""
"23445","愛知県 南知多町","2013100000","2013年度","","1",""
"23445","愛知県 南知多町","2012100000","2012年度","","1",""
"23445","愛知県 南知多町","2011100000","2011年度","","1",""
