地域コード,地域,調査年コード,調査年,15歳未満人口割合,65歳以上人口割合,課税対象所得
1396,北海道 真狩村,2010,2010年度,10.735,30.425,2423316.0
1396,北海道 真狩村,2005,2005年度,12.489,27.443,2817201.0
1396,北海道 真狩村,2000,2000年度,14.55,24.724,2622023.0
1396,北海道 真狩村,1995,1995年度,17.139,21.216,2910098.0
1396,北海道 真狩村,1990,1990年度,19.639,17.87,2269017.0
1397,北海道 留寿都村,2015,2015年度,12.743,24.227,2202491.0
1397,北海道 留寿都村,2010,2010年度,12.832,24.68,2109580.0
1397,北海道 留寿都村,2005,2005年度,12.471,22.356,2644560.0
1397,北海道 留寿都村,2000,2000年度,14.953,19.668,2498151.0
1397,北海道 留寿都村,1995,1995年度,16.792,16.248,2447085.0
1397,北海道 留寿都村,1990,1990年度,18.7,13.677,1715789.0
1398,北海道 喜茂別町,2015,2015年度,9.024,37.751,1919391.0
1398,北海道 喜茂別町,2010,2010年度,9.237,32.45,2076692.0
1398,北海道 喜茂別町,2005,2005年度,9.42,29.59,2384311.0
1398,北海道 喜茂別町,2000,2000年度,10.236,25.677,2931014.0
1398,北海道 喜茂別町,1995,1995年度,12.083,20.634,3259241.0
1398,北海道 喜茂別町,1990,1990年度,14.722,17.747,2604523.0
1399,北海道 京極町,2015,2015年度,12.174,35.896,3398674.0
1399,北海道 京極町,2010,2010年度,11.572,28.864,3543716.0
1399,北海道 京極町,2005,2005年度,11.415,28.747,4004212.0
1399,北海道 京極町,2000,2000年度,12.211,25.078,4222937.0
1399,北海道 京極町,1995,1995年度,13.385,20.694,4053589.0
1399,北海道 京極町,1990,1990年度,16.98,16.874,3224825.0
1400,北海道 倶知安町,2015,2015年度,14.15,24.69,20051541.0
1400,北海道 倶知安町,2010,2010年度,14.01,21.467,18346994.0
1400,北海道 倶知安町,2005,2005年度,13.761,19.721,19430878.0
1400,北海道 倶知安町,2000,2000年度,14.959,16.838,21110082.0
1400,北海道 倶知安町,1995,1995年度,18.088,13.942,22132640.0
1400,北海道 倶知安町,1990,1990年度,20.183,10.854,19007737.0
1401,北海道 共和町,2015,2015年度,11.584,29.306,7290883.0
1401,北海道 共和町,2010,2010年度,12.99,27.676,7454663.0
1401,北海道 共和町,2005,2005年度,13.92,24.48,7527205.0
1401,北海道 共和町,2000,2000年度,15.561,22.196,7811476.0
1401,北海道 共和町,1995,1995年度,16.662,19.717,8668864.0
1401,北海道 共和町,1990,1990年度,18.619,16.708,6748086.0
1402,北海道 岩内町,2015,2015年度,10.482,33.798,13703304.0
1402,北海道 岩内町,2010,2010年度,11.536,30.337,13972371.0
1402,北海道 岩内町,2005,2005年度,13.421,26.416,15993682.0
1402,北海道 岩内町,2000,2000年度,14.146,22.109,18661573.0
1402,北海道 岩内町,1995,1995年度,15.865,18.178,20167296.0
1402,北海道 岩内町,1990,1990年度,17.675,14.201,16878913.0
1403,北海道 泊村,2015,2015年度,11.011,35.291,1735010.0
1403,北海道 泊村,2010,2010年度,13.595,32.448,2104988.0
1403,北海道 泊村,2005,2005年度,12.632,31.854,1942659.0
1403,北海道 泊村,2000,2000年度,12.01,35.588,2105734.0
1403,北海道 泊村,1995,1995年度,12.406,32.848,2267889.0
1403,北海道 泊村,1990,1990年度,13.089,27.567,1773311.0
1404,北海道 神恵内村,2015,2015年度,7.769,45.618,986952.0
1404,北海道 神恵内村,2010,2010年度,8.913,43.137,1125746.0
1404,北海道 神恵内村,2005,2005年度,8.188,38.969,1045922.0
1404,北海道 神恵内村,2000,2000年度,9.208,38.038,1320933.0
1404,北海道 神恵内村,1995,1995年度,11.749,31.06,1360086.0
1404,北海道 神恵内村,1990,1990年度,13.409,22.682,1088020.0
1405,北海道 積丹町,2015,2015年度,9.031,43.783,1687925.0
1405,北海道 積丹町,2010,2010年度,8.665,40.262,1668541.0
1405,北海道 積丹町,2005,2005年度,9.615,37.378,2191938.0
1405,北海道 積丹町,2000,2000年度,10.257,33.693,2714112.0
1405,北海道 積丹町,1995,1995年度,11.458,28.152,2690547.0
1405,北海道 積丹町,1990,1990年度,14.432,21.909,2471366.0
1406,北海道 古平町,2015,2015年度,7.936,40.59,2290095.0
1406,北海道 古平町,2010,2010年度,7.726,36.832,2600442.0
1406,北海道 古平町,2005,2005年度,8.829,32.678,3655535.0
1406,北海道 古平町,2000,2000年度,10.167,27.721,4234818.0
1406,北海道 古平町,1995,1995年度,12.806,22.089,4379703.0
1406,北海道 古平町,1990,1990年度,15.583,17.737,3793097.0
1407,北海道 仁木町,2015,2015年度,10.034,37.164,2933235.0
1407,北海道 仁木町,2010,2010年度,10.421,33.237,2726850.0
1407,北海道 仁木町,2005,2005年度,11.57,30.729,2814150.0
1407,北海道 仁木町,2000,2000年度,12.479,28.047,3739691.0
1407,北海道 仁木町,1995,1995年度,13.673,23.084,3777325.0
1407,北海道 仁木町,1990,1990年度,17.214,18.194,2689666.0
1408,北海道 余市町,2015,2015年度,10.175,36.365,18185386.0
1408,北海道 余市町,2010,2010年度,11.153,31.386,18628314.0
1408,北海道 余市町,2005,2005年度,11.973,28.125,20689941.0
1408,北海道 余市町,2000,2000年度,12.886,23.897,24300255.0
1408,北海道 余市町,1995,1995年度,14.846,19.775,25768456.0
1408,北海道 余市町,1990,1990年度,16.892,16.235,20206692.0
1409,北海道 赤井川村,2015,2015年度,12.4,32.471,997835.0
1409,北海道 赤井川村,2010,2010年度,13.471,27.417,1095955.0
1409,北海道 赤井川村,2005,2005年度,12.137,25.649,1147252.0
1409,北海道 赤井川村,2000,2000年度,12.169,20.569,1423725.0
1409,北海道 赤井川村,1995,1995年度,14.562,18.235,1561813.0
1409,北海道 赤井川村,1990,1990年度,15.102,16.395,1043495.0
1423,北海道 南幌町,2015,2015年度,9.323,29.797,8622355.0
1423,北海道 南幌町,2010,2010年度,11.677,23.627,9082735.0
1423,北海道 南幌町,2005,2005年度,15.987,20.148,9572781.0
1423,北海道 南幌町,2000,2000年度,20.711,16.34,10559453.0
1423,北海道 南幌町,1995,1995年度,23.559,13.758,9980257.0
1423,北海道 南幌町,1990,1990年度,18.623,15.357,4148456.0
1424,北海道 奈井江町,2015,2015年度,9.094,38.985,5286714.0
1424,北海道 奈井江町,2010,2010年度,10.591,35.195,5542708.0
1424,北海道 奈井江町,2005,2005年度,11.732,30.647,6089654.0
1424,北海道 奈井江町,2000,2000年度,12.628,26.269,7865916.0
1424,北海道 奈井江町,1995,1995年度,14.256,21.012,8488020.0
1424,北海道 奈井江町,1990,1990年度,16.557,17.139,6601849.0
1425,北海道 上砂川町,2015,2015年度,7.416,47.542,2202394.0
1425,北海道 上砂川町,2010,2010年度,8.688,42.462,2366574.0
1425,北海道 上砂川町,2005,2005年度,9.539,37.841,2703139.0
1425,北海道 上砂川町,2000,2000年度,9.998,33.224,3913617.0
1425,北海道 上砂川町,1995,1995年度,10.714,28.401,4478069.0
1425,北海道 上砂川町,1990,1990年度,12.95,22.484,3830617.0
1427,北海道 由仁町,2015,2015年度,10.124,37.693,5009979.0
1427,北海道 由仁町,2010,2010年度,10.533,34.023,4862766.0
1427,北海道 由仁町,2005,2005年度,12.058,30.354,5089189.0
1427,北海道 由仁町,2000,2000年度,13.227,25.47,6106343.0
1427,北海道 由仁町,1995,1995年度,15.007,22.345,7120979.0
1427,北海道 由仁町,1990,1990年度,17.454,18.005,5094994.0
1428,北海道 長沼町,2015,2015年度,10.527,34.67,12764692.0
1428,北海道 長沼町,2010,2010年度,11.445,29.732,13230264.0
1428,北海道 長沼町,2005,2005年度,12.684,26.079,13097104.0
1428,北海道 長沼町,2000,2000年度,14.68,22.422,13795621.0
1428,北海道 長沼町,1995,1995年度,15.773,19.125,15607392.0
1428,北海道 長沼町,1990,1990年度,18.01,15.437,10712834.0
1429,北海道 栗山町,2015,2015年度,10.345,37.216,11800316.0
1429,北海道 栗山町,2010,2010年度,11.124,32.729,12164486.0
1429,北海道 栗山町,2005,2005年度,11.943,28.909,13486891.0
1429,北海道 栗山町,2000,2000年度,12.871,24.544,16046963.0
1429,北海道 栗山町,1995,1995年度,13.907,20.533,17770226.0
1429,北海道 栗山町,1990,1990年度,17.285,16.136,14272281.0
1430,北海道 月形町,2015,2015年度,5.855,32.073,3317432.0
1430,北海道 月形町,2010,2010年度,6.73,27.639,3436876.0
1430,北海道 月形町,2005,2005年度,9.697,28.548,3525196.0
1430,北海道 月形町,2000,2000年度,10.925,24.67,4231111.0
1430,北海道 月形町,1995,1995年度,12.863,21.356,4771494.0
1430,北海道 月形町,1990,1990年度,14.954,17.284,4002610.0
1431,北海道 浦臼町,2015,2015年度,9.924,38.741,1698586.0
1431,北海道 浦臼町,2010,2010年度,10.29,36.537,2102846.0
1431,北海道 浦臼町,2005,2005年度,10.716,33.637,3054383.0
1431,北海道 浦臼町,2000,2000年度,11.578,30.269,3844944.0
1431,北海道 浦臼町,1995,1995年度,13.35,25.999,2811695.0
1431,北海道 浦臼町,1990,1990年度,17.691,19.98,1836731.0
1432,北海道 新十津川町,2015,2015年度,11.053,38.516,6137777.0
1432,北海道 新十津川町,2010,2010年度,11.836,33.867,6797709.0
1432,北海道 新十津川町,2005,2005年度,12.48,29.373,6575178.0
1432,北海道 新十津川町,2000,2000年度,13.97,25.226,7842338.0
1432,北海道 新十津川町,1995,1995年度,15.449,21.739,8345011.0
1432,北海道 新十津川町,1990,1990年度,16.786,18.47,6056953.0
1433,北海道 妹背牛町,2015,2015年度,8.864,43.643,2771795.0
1433,北海道 妹背牛町,2010,2010年度,10.023,37.406,3149785.0
1433,北海道 妹背牛町,2005,2005年度,10.652,32.082,3030962.0
1433,北海道 妹背牛町,2000,2000年度,11.862,27.623,4041575.0
1433,北海道 妹背牛町,1995,1995年度,13.088,22.848,5040691.0
1433,北海道 妹背牛町,1990,1990年度,16.074,18.013,3481280.0
1434,北海道 秩父別町,2015,2015年度,9.033,41.823,2366848.0
1434,北海道 秩父別町,2010,2010年度,9.267,37.473,2405198.0
1434,北海道 秩父別町,2005,2005年度,10.889,33.7,2360289.0
1434,北海道 秩父別町,2000,2000年度,12.515,29.529,3185289.0
1434,北海道 秩父別町,1995,1995年度,14.137,23.505,3778270.0
1434,北海道 秩父別町,1990,1990年度,16.118,20.428,2609641.0
1436,北海道 雨竜町,2015,2015年度,9.531,37.905,2143396.0
1436,北海道 雨竜町,2010,2010年度,10.594,33.65,2716528.0
1436,北海道 雨竜町,2005,2005年度,12.726,30.669,2274170.0
1436,北海道 雨竜町,2000,2000年度,13.052,27.187,2981365.0
1436,北海道 雨竜町,1995,1995年度,13.673,23.477,3615843.0
1436,北海道 雨竜町,1990,1990年度,14.795,19.945,2555525.0
1437,北海道 北竜町,2015,2015年度,9.036,43.412,1723148.0
1437,北海道 北竜町,2010,2010年度,9.804,38.988,1734566.0
1437,北海道 北竜町,2005,2005年度,11.827,32.87,1706995.0
1437,北海道 北竜町,2000,2000年度,12.373,28.923,2232237.0
1437,北海道 北竜町,1995,1995年度,13.609,24.847,2843385.0
1437,北海道 北竜町,1990,1990年度,15.587,19.741,2178651.0
1438,北海道 沼田町,2015,2015年度,8.897,40.742,3321320.0
1438,北海道 沼田町,2010,2010年度,9.884,35.188,3563873.0
1438,北海道 沼田町,2005,2005年度,11.631,31.799,3683381.0
1438,北海道 沼田町,2000,2000年度,12.531,28.219,4929379.0
1438,北海道 沼田町,1995,1995年度,13.509,24.11,5361387.0
1438,北海道 沼田町,1990,1990年度,15.866,19.324,4028717.0
1452,北海道 鷹栖町,2015,2015年度,14.819,30.294,7065912.0
1452,北海道 鷹栖町,2010,2010年度,15.779,26.848,7280202.0
1452,北海道 鷹栖町,2005,2005年度,14.282,25.093,6695497.0
1452,北海道 鷹栖町,2000,2000年度,13.524,23.336,7729615.0
1452,北海道 鷹栖町,1995,1995年度,14.234,20.506,7547148.0
1452,北海道 鷹栖町,1990,1990年度,17.864,17.229,5657732.0
1453,北海道 東神楽町,2015,2015年度,15.724,25.574,11784423.0
1453,北海道 東神楽町,2010,2010年度,17.036,22.503,10273387.0
1453,北海道 東神楽町,2005,2005年度,18.675,19.567,9852575.0
1453,北海道 東神楽町,2000,2000年度,18.888,18.629,9001172.0
1453,北海道 東神楽町,1995,1995年度,19.659,15.047,8918254.0
1453,北海道 東神楽町,1990,1990年度,18.775,16.155,5042671.0
1454,北海道 当麻町,2015,2015年度,10.779,39.752,5827297.0
1454,北海道 当麻町,2010,2010年度,11.415,35.346,5998585.0
1454,北海道 当麻町,2005,2005年度,11.95,31.647,6099117.0
1454,北海道 当麻町,2000,2000年度,11.946,27.712,7881447.0
1454,北海道 当麻町,1995,1995年度,13.05,23.616,8506631.0
1454,北海道 当麻町,1990,1990年度,15.46,19.313,6103172.0
1455,北海道 比布町,2015,2015年度,9.478,40.323,3436411.0
1455,北海道 比布町,2010,2010年度,9.946,36.566,3282717.0
1455,北海道 比布町,2005,2005年度,10.484,32.512,3419569.0
1455,北海道 比布町,2000,2000年度,11.058,28.3,4418662.0
1455,北海道 比布町,1995,1995年度,12.812,23.938,4813174.0
1455,北海道 比布町,1990,1990年度,15.028,18.605,3479242.0
1456,北海道 愛別町,2015,2015年度,9.241,42.272,2724388.0
1456,北海道 愛別町,2010,2010年度,10.276,37.71,2958611.0
1456,北海道 愛別町,2005,2005年度,10.805,33.538,3051088.0
1456,北海道 愛別町,2000,2000年度,11.784,27.454,3883037.0
1456,北海道 愛別町,1995,1995年度,12.934,24.317,4624482.0
1456,北海道 愛別町,1990,1990年度,15.037,18.923,3609556.0
1457,北海道 上川町,2015,2015年度,8.828,39.688,3532604.0
1457,北海道 上川町,2010,2010年度,9.797,35.128,3669394.0
1457,北海道 上川町,2005,2005年度,9.583,31.549,4520900.0
1457,北海道 上川町,2000,2000年度,9.794,25.883,5906980.0
1457,北海道 上川町,1995,1995年度,11.074,19.777,6529338.0
1457,北海道 上川町,1990,1990年度,13.677,15.432,5713581.0
1458,北海道 東川町,2015,2015年度,13.032,32.092,7467820.0
1458,北海道 東川町,2010,2010年度,13.615,27.955,7273171.0
1458,北海道 東川町,2005,2005年度,13.401,25.451,7068887.0
1458,北海道 東川町,2000,2000年度,13.453,23.152,7498665.0
1458,北海道 東川町,1995,1995年度,13.41,21.162,7610078.0
1458,北海道 東川町,1990,1990年度,15.732,17.875,5799114.0
1459,北海道 美瑛町,2015,2015年度,10.843,36.29,9889918.0
1459,北海道 美瑛町,2010,2010年度,11.546,33.461,10172235.0
1459,北海道 美瑛町,2005,2005年度,11.877,30.556,10515503.0
1459,北海道 美瑛町,2000,2000年度,12.158,26.525,11566615.0
1459,北海道 美瑛町,1995,1995年度,13.489,21.898,11645985.0
1459,北海道 美瑛町,1990,1990年度,16.36,17.386,9248264.0
1460,北海道 上富良野町,2015,2015年度,13.07,29.873,12004620.0
1460,北海道 上富良野町,2010,2010年度,14.197,25.431,12435007.0
1460,北海道 上富良野町,2005,2005年度,14.265,22.126,13753954.0
1460,北海道 上富良野町,2000,2000年度,15.614,18.62,15309063.0
1460,北海道 上富良野町,1995,1995年度,17.204,14.844,15794776.0
1460,北海道 上富良野町,1990,1990年度,20.008,11.956,11496518.0
1461,北海道 中富良野町,2015,2015年度,12.784,32.985,5174372.0
1461,北海道 中富良野町,2010,2010年度,14.095,29.377,5570626.0
1461,北海道 中富良野町,2005,2005年度,14.789,27.65,5108740.0
1461,北海道 中富良野町,2000,2000年度,15.412,24.361,4899641.0
1461,北海道 中富良野町,1995,1995年度,16.54,20.873,5651943.0
1461,北海道 中富良野町,1990,1990年度,18.275,17.059,3969097.0
1462,北海道 南富良野町,2015,2015年度,11.272,31.937,2659667.0
1462,北海道 南富良野町,2010,2010年度,11.514,30.313,2656028.0
1462,北海道 南富良野町,2005,2005年度,13.064,27.486,2984319.0
1462,北海道 南富良野町,2000,2000年度,13.968,24.073,4050517.0
1462,北海道 南富良野町,1995,1995年度,14.77,20.084,3940331.0
1462,北海道 南富良野町,1990,1990年度,14.877,15.507,3300959.0
1463,北海道 占冠村,2015,2015年度,9.579,25.681,1459919.0
1463,北海道 占冠村,2010,2010年度,9.326,21.09,1407774.0
1463,北海道 占冠村,2005,2005年度,11.27,17.317,1848892.0
1463,北海道 占冠村,2000,2000年度,12.226,15.43,2222018.0
1463,北海道 占冠村,1995,1995年度,13.403,11.122,2418463.0
1463,北海道 占冠村,1990,1990年度,12.348,7.497,1792217.0
1464,北海道 和寒町,2015,2015年度,10.011,42.464,3010638.0
1464,北海道 和寒町,2010,2010年度,10.438,39.275,3084779.0
1464,北海道 和寒町,2005,2005年度,10.807,34.851,3164223.0
1464,北海道 和寒町,2000,2000年度,10.828,30.382,3757978.0
1464,北海道 和寒町,1995,1995年度,13.475,26.509,4010215.0
1464,北海道 和寒町,1990,1990年度,15.757,20.932,3243903.0
1465,北海道 剣淵町,2015,2015年度,9.511,36.803,3124723.0
1465,北海道 剣淵町,2010,2010年度,10.799,33.717,2985174.0
1465,北海道 剣淵町,2005,2005年度,10.982,30.415,2851266.0
1465,北海道 剣淵町,2000,2000年度,12.41,27.898,3271838.0
1465,北海道 剣淵町,1995,1995年度,13.905,23.824,3304993.0
1465,北海道 剣淵町,1990,1990年度,16.585,19.86,2474951.0
1468,北海道 下川町,2015,2015年度,9.867,38.624,3423787.0
1468,北海道 下川町,2010,2010年度,9.669,36.503,3411922.0
1468,北海道 下川町,2005,2005年度,9.913,33.333,3662985.0
1468,北海道 下川町,2000,2000年度,10.718,29.821,4545266.0
1468,北海道 下川町,1995,1995年度,12.492,24.795,4274584.0
1468,北海道 下川町,1990,1990年度,14.689,19.901,3644550.0
1469,北海道 美深町,2015,2015年度,9.251,37.09,4516967.0
1469,北海道 美深町,2010,2010年度,10.583,33.99,4733546.0
1469,北海道 美深町,2005,2005年度,11.448,30.951,5314740.0
1469,北海道 美深町,2000,2000年度,13.03,25.712,6464478.0
1469,北海道 美深町,1995,1995年度,14.22,21.315,6851988.0
1469,北海道 美深町,1990,1990年度,15.852,17.655,5573685.0
1470,北海道 音威子府村,2015,2015年度,5.409,27.524,938331.0
1470,北海道 音威子府村,2010,2010年度,5.327,24.724,986790.0
1470,北海道 音威子府村,2005,2005年度,10.093,25.421,1174908.0
1470,北海道 音威子府村,2000,2000年度,14.093,20.615,1369819.0
1470,北海道 音威子府村,1995,1995年度,17.297,16.486,1468460.0
1470,北海道 音威子府村,1990,1990年度,18.434,13.005,1353697.0
1471,北海道 中川町,2015,2015年度,10.357,35.427,2046063.0
1471,北海道 中川町,2010,2010年度,9.229,34.872,1935465.0
1471,北海道 中川町,2005,2005年度,11.586,31.481,2288207.0
1471,北海道 中川町,2000,2000年度,13.231,25.041,3053855.0
1471,北海道 中川町,1995,1995年度,15.411,20.523,3033450.0
