地域コード,地域,調査年コード,調査年,15歳未満人口割合,65歳以上人口割合,課税対象所得
20446,長野県 麻績村,2010,2010年度,10.0,40.606,2757202.0
20446,長野県 麻績村,2005,2005年度,10.955,37.859,3343310.0
20446,長野県 麻績村,2000,2000年度,10.935,34.927,3847961.0
20446,長野県 麻績村,1995,1995年度,12.432,31.323,3881455.0
20446,長野県 麻績村,1990,1990年度,14.108,23.992,2994547.0
20448,長野県 生坂村,2015,2015年度,10.309,40.098,1639862.0
20448,長野県 生坂村,2010,2010年度,9.882,39.478,1778736.0
20448,長野県 生坂村,2005,2005年度,10.509,37.037,2128333.0
20448,長野県 生坂村,2000,2000年度,11.921,34.52,2850271.0
20448,長野県 生坂村,1995,1995年度,12.857,30.363,3068727.0
20448,長野県 生坂村,1990,1990年度,13.148,24.653,2538979.0
20450,長野県 山形村,2015,2015年度,15.104,26.849,10921587.0
20450,長野県 山形村,2010,2010年度,15.418,22.564,9611881.0
20450,長野県 山形村,2005,2005年度,16.046,20.708,10504762.0
20450,長野県 山形村,2000,2000年度,16.221,20.283,11190599.0
20450,長野県 山形村,1995,1995年度,17.897,19.048,10449522.0
20450,長野県 山形村,1990,1990年度,19.975,16.029,6395125.0
20451,長野県 朝日村,2015,2015年度,11.385,30.099,5720986.0
20451,長野県 朝日村,2010,2010年度,13.963,26.577,5048343.0
20451,長野県 朝日村,2005,2005年度,17.005,23.631,5805802.0
20451,長野県 朝日村,2000,2000年度,19.091,22.311,6449749.0
20451,長野県 朝日村,1995,1995年度,18.278,21.35,5783243.0
20451,長野県 朝日村,1990,1990年度,18.398,18.672,4237873.0
20452,長野県 筑北村,2015,2015年度,8.584,41.882,4553377.0
20452,長野県 筑北村,2010,2010年度,10.015,37.142,4909386.0
20452,長野県 筑北村,2005,2005年度,11.189,33.059,6232619.0
20452,長野県 筑北村,2000,2000年度,10.597,30.865,7219352.0
20452,長野県 筑北村,1995,1995年度,12.496,27.702,7470663.0
20452,長野県 筑北村,1990,1990年度,14.977,23.836,5922693.0
20481,長野県 池田町,2015,2015年度,11.163,36.45,11312867.0
20481,長野県 池田町,2010,2010年度,11.782,30.913,11314843.0
20481,長野県 池田町,2005,2005年度,12.295,27.714,12604213.0
20481,長野県 池田町,2000,2000年度,13.108,25.38,13967853.0
20481,長野県 池田町,1995,1995年度,14.796,21.518,14034464.0
20481,長野県 池田町,1990,1990年度,17.441,18.249,10771947.0
20482,長野県 松川村,2015,2015年度,12.435,32.117,10924181.0
20482,長野県 松川村,2010,2010年度,13.841,26.89,10578125.0
20482,長野県 松川村,2005,2005年度,15.3,24.057,11143776.0
20482,長野県 松川村,2000,2000年度,15.967,21.864,12181833.0
20482,長野県 松川村,1995,1995年度,16.379,18.981,11725617.0
20482,長野県 松川村,1990,1990年度,18.724,15.989,8122862.0
20485,長野県 白馬村,2015,2015年度,11.916,29.399,8350572.0
20485,長野県 白馬村,2010,2010年度,12.406,23.498,8224465.0
20485,長野県 白馬村,2005,2005年度,14.463,21.379,8553180.0
20485,長野県 白馬村,2000,2000年度,16.266,18.584,10722032.0
20485,長野県 白馬村,1995,1995年度,17.831,16.652,12902526.0
20485,長野県 白馬村,1990,1990年度,19.854,14.756,10525378.0
20486,長野県 小谷村,2015,2015年度,10.296,37.638,2528531.0
20486,長野県 小谷村,2010,2010年度,11.518,34.989,2608960.0
20486,長野県 小谷村,2005,2005年度,11.99,31.25,2910821.0
20486,長野県 小谷村,2000,2000年度,12.371,27.549,4491231.0
20486,長野県 小谷村,1995,1995年度,14.302,25.192,5508963.0
20486,長野県 小谷村,1990,1990年度,15.691,21.413,4489801.0
20521,長野県 坂城町,2015,2015年度,12.077,33.118,19354002.0
20521,長野県 坂城町,2010,2010年度,12.899,28.887,17605485.0
20521,長野県 坂城町,2005,2005年度,13.655,24.267,22862546.0
20521,長野県 坂城町,2000,2000年度,14.474,21.331,23784342.0
20521,長野県 坂城町,1995,1995年度,15.32,18.848,24552193.0
20521,長野県 坂城町,1990,1990年度,17.953,15.554,21407747.0
20541,長野県 小布施町,2015,2015年度,13.278,32.798,12781608.0
20541,長野県 小布施町,2010,2010年度,13.71,27.962,12158497.0
20541,長野県 小布施町,2005,2005年度,14.263,24.188,13318614.0
20541,長野県 小布施町,2000,2000年度,15.096,21.632,15071124.0
20541,長野県 小布施町,1995,1995年度,16.291,19.316,17095247.0
20541,長野県 小布施町,1990,1990年度,19.286,17.22,11336002.0
20543,長野県 高山村,2015,2015年度,12.271,32.177,7930863.0
20543,長野県 高山村,2010,2010年度,13.169,26.352,7494823.0
20543,長野県 高山村,2005,2005年度,14.241,23.87,8393876.0
20543,長野県 高山村,2000,2000年度,15.934,21.258,10318735.0
20543,長野県 高山村,1995,1995年度,17.677,18.59,10939455.0
20543,長野県 高山村,1990,1990年度,19.926,16.249,7072193.0
20561,長野県 山ノ内町,2015,2015年度,9.767,38.024,11893506.0
20561,長野県 山ノ内町,2010,2010年度,10.857,33.426,11860936.0
20561,長野県 山ノ内町,2005,2005年度,12.398,29.992,13330432.0
20561,長野県 山ノ内町,2000,2000年度,13.755,25.975,18034399.0
20561,長野県 山ノ内町,1995,1995年度,15.48,22.093,22495957.0
20561,長野県 山ノ内町,1990,1990年度,17.879,17.07,17155326.0
20562,長野県 木島平村,2015,2015年度,12.173,35.659,4500376.0
20562,長野県 木島平村,2010,2010年度,12.472,32.193,4501846.0
20562,長野県 木島平村,2005,2005年度,13.234,31.081,4838397.0
20562,長野県 木島平村,2000,2000年度,15.146,30.328,5824023.0
20562,長野県 木島平村,1995,1995年度,16.803,27.402,6172640.0
20562,長野県 木島平村,1990,1990年度,18.193,23.323,4679101.0
20563,長野県 野沢温泉村,2015,2015年度,10.463,35.729,2882926.0
20563,長野県 野沢温泉村,2010,2010年度,11.523,32.105,2760423.0
20563,長野県 野沢温泉村,2005,2005年度,12.609,30.594,3190063.0
20563,長野県 野沢温泉村,2000,2000年度,15.011,28.482,4228046.0
20563,長野県 野沢温泉村,1995,1995年度,17.295,23.633,6202585.0
20563,長野県 野沢温泉村,1990,1990年度,18.646,20.245,4449565.0
20583,長野県 信濃町,2015,2015年度,9.73,38.907,8420244.0
20583,長野県 信濃町,2010,2010年度,10.847,33.351,9082091.0
20583,長野県 信濃町,2005,2005年度,11.212,30.231,10218997.0
20583,長野県 信濃町,2000,2000年度,12.318,27.505,12938231.0
20583,長野県 信濃町,1995,1995年度,14.24,22.959,14313165.0
20583,長野県 信濃町,1990,1990年度,17.469,18.932,11047416.0
20588,長野県 小川村,2015,2015年度,9.756,45.516,2409218.0
20588,長野県 小川村,2010,2010年度,9.898,41.927,2506365.0
20588,長野県 小川村,2005,2005年度,9.671,40.789,2822610.0
20588,長野県 小川村,2000,2000年度,10.193,39.42,3614512.0
20588,長野県 小川村,1995,1995年度,10.854,35.082,3922935.0
20588,長野県 小川村,1990,1990年度,13.211,29.18,3052107.0
20590,長野県 飯綱町,2015,2015年度,10.503,35.931,12721929.0
20590,長野県 飯綱町,2010,2010年度,11.344,30.375,13032358.0
20590,長野県 飯綱町,2005,2005年度,12.58,27.327,14466077.0
20590,長野県 飯綱町,2000,2000年度,14.776,24.2,16838611.0
20590,長野県 飯綱町,1995,1995年度,16.596,21.065,16641769.0
20590,長野県 飯綱町,1990,1990年度,18.815,18.558,11687818.0
20602,長野県 栄村,2015,2015年度,7.885,50.333,1516480.0
20602,長野県 栄村,2010,2010年度,8.713,46.185,1647618.0
20602,長野県 栄村,2005,2005年度,10.611,41.359,1973313.0
20602,長野県 栄村,2000,2000年度,11.676,40.675,2543168.0
20602,長野県 栄村,1995,1995年度,12.535,35.704,2602297.0
20602,長野県 栄村,1990,1990年度,13.79,28.202,1782909.0
21201,岐阜県 岐阜市,2015,2015年度,12.528,27.165,594484990.0
21201,岐阜県 岐阜市,2010,2010年度,13.471,23.726,576082649.0
21201,岐阜県 岐阜市,2005,2005年度,14.054,20.783,593001614.0
21201,岐阜県 岐阜市,2000,2000年度,14.423,17.463,642224717.0
21201,岐阜県 岐阜市,1995,1995年度,15.142,14.344,657356597.0
21201,岐阜県 岐阜市,1990,1990年度,17.131,11.649,556376987.0
21202,岐阜県 大垣市,2015,2015年度,13.552,25.948,227033683.0
21202,岐阜県 大垣市,2010,2010年度,14.175,22.753,215998028.0
21202,岐阜県 大垣市,2005,2005年度,14.76,20.06,226746393.0
21202,岐阜県 大垣市,2000,2000年度,15.266,17.458,244987804.0
21202,岐阜県 大垣市,1995,1995年度,16.276,14.52,251085095.0
21202,岐阜県 大垣市,1990,1990年度,18.071,11.72,207613519.0
21203,岐阜県 高山市,2015,2015年度,13.424,30.892,109669617.0
21203,岐阜県 高山市,2010,2010年度,14.305,26.982,107898367.0
21203,岐阜県 高山市,2005,2005年度,14.745,23.882,122869378.0
21203,岐阜県 高山市,2000,2000年度,15.28,21.183,141238336.0
21203,岐阜県 高山市,1995,1995年度,16.347,18.089,134776926.0
21203,岐阜県 高山市,1990,1990年度,18.283,15.179,99694055.0
21204,岐阜県 多治見市,2015,2015年度,12.364,27.823,158862475.0
21204,岐阜県 多治見市,2010,2010年度,13.448,22.457,157113601.0
21204,岐阜県 多治見市,2005,2005年度,14.779,18.364,163479516.0
21204,岐阜県 多治見市,2000,2000年度,16.37,14.881,176405678.0
21204,岐阜県 多治見市,1995,1995年度,18.117,12.184,175978920.0
21204,岐阜県 多治見市,1990,1990年度,20.403,10.15,132974935.0
21205,岐阜県 関市,2015,2015年度,13.509,27.309,113483939.0
21205,岐阜県 関市,2010,2010年度,14.241,22.593,108307918.0
21205,岐阜県 関市,2005,2005年度,14.606,19.959,116218168.0
21205,岐阜県 関市,2000,2000年度,15.471,17.801,122753211.0
21205,岐阜県 関市,1995,1995年度,17.386,15.44,116583815.0
21205,岐阜県 関市,1990,1990年度,19.935,13.074,91672285.0
21206,岐阜県 中津川市,2015,2015年度,13.083,30.91,99415029.0
21206,岐阜県 中津川市,2010,2010年度,13.702,27.795,98131327.0
21206,岐阜県 中津川市,2005,2005年度,14.391,25.249,104686444.0
21206,岐阜県 中津川市,2000,2000年度,15.393,22.711,112494177.0
21206,岐阜県 中津川市,1995,1995年度,16.935,19.436,112554614.0
21206,岐阜県 中津川市,1990,1990年度,18.953,15.987,85306162.0
21207,岐阜県 美濃市,2015,2015年度,11.32,31.83,26344517.0
21207,岐阜県 美濃市,2010,2010年度,11.49,27.575,26131349.0
21207,岐阜県 美濃市,2005,2005年度,12.488,25.079,28699046.0
21207,岐阜県 美濃市,2000,2000年度,14.549,23.145,31934529.0
21207,岐阜県 美濃市,1995,1995年度,16.37,20.324,31674390.0
21207,岐阜県 美濃市,1990,1990年度,18.911,16.832,25600121.0
21208,岐阜県 瑞浪市,2015,2015年度,12.066,29.445,48430546.0
21208,岐阜県 瑞浪市,2010,2010年度,13.17,25.998,48654411.0
21208,岐阜県 瑞浪市,2005,2005年度,14.169,22.957,50078768.0
21208,岐阜県 瑞浪市,2000,2000年度,15.235,20.242,55318687.0
21208,岐阜県 瑞浪市,1995,1995年度,16.351,17.082,56207777.0
21208,岐阜県 瑞浪市,1990,1990年度,18.112,13.974,44146985.0
21209,岐阜県 羽島市,2015,2015年度,14.023,25.156,89722969.0
21209,岐阜県 羽島市,2010,2010年度,15.011,20.985,84424063.0
21209,岐阜県 羽島市,2005,2005年度,15.437,17.847,88514802.0
21209,岐阜県 羽島市,2000,2000年度,16.227,14.875,93147966.0
21209,岐阜県 羽島市,1995,1995年度,17.09,12.235,90612297.0
21209,岐阜県 羽島市,1990,1990年度,19.286,10.565,71287593.0
21210,岐阜県 恵那市,2015,2015年度,12.461,32.542,61999451.0
21210,岐阜県 恵那市,2010,2010年度,13.128,28.933,62118984.0
21210,岐阜県 恵那市,2005,2005年度,13.89,26.328,67810199.0
21210,岐阜県 恵那市,2000,2000年度,15.11,23.485,74429034.0
21210,岐阜県 恵那市,1995,1995年度,16.485,20.433,76070915.0
21210,岐阜県 恵那市,1990,1990年度,18.789,16.732,60189401.0
21211,岐阜県 美濃加茂市,2015,2015年度,15.367,22.297,72807008.0
21211,岐阜県 美濃加茂市,2010,2010年度,15.473,19.407,65371278.0
21211,岐阜県 美濃加茂市,2005,2005年度,15.52,17.843,67157783.0
21211,岐阜県 美濃加茂市,2000,2000年度,16.429,16.341,68651644.0
21211,岐阜県 美濃加茂市,1995,1995年度,17.612,14.885,64931240.0
21211,岐阜県 美濃加茂市,1990,1990年度,18.708,12.789,50012803.0
21212,岐阜県 土岐市,2015,2015年度,12.309,30.346,71384186.0
21212,岐阜県 土岐市,2010,2010年度,12.737,26.874,69974949.0
21212,岐阜県 土岐市,2005,2005年度,13.415,23.835,73696661.0
21212,岐阜県 土岐市,2000,2000年度,14.795,20.053,85517609.0
21212,岐阜県 土岐市,1995,1995年度,16.047,16.111,92002508.0
21212,岐阜県 土岐市,1990,1990年度,17.715,13.002,73054421.0
21213,岐阜県 各務原市,2015,2015年度,14.006,26.354,208925994.0
21213,岐阜県 各務原市,2010,2010年度,14.799,21.731,199378961.0
21213,岐阜県 各務原市,2005,2005年度,15.087,17.698,211772103.0
21213,岐阜県 各務原市,2000,2000年度,15.493,14.33,225373907.0
21213,岐阜県 各務原市,1995,1995年度,16.785,11.503,225972082.0
21213,岐阜県 各務原市,1990,1990年度,19.917,9.114,181016242.0
21214,岐阜県 可児市,2015,2015年度,13.938,25.331,141518365.0
21214,岐阜県 可児市,2010,2010年度,14.615,20.089,136638472.0
21214,岐阜県 可児市,2005,2005年度,14.95,15.66,147122648.0
21214,岐阜県 可児市,2000,2000年度,15.791,13.091,150735846.0
21214,岐阜県 可児市,1995,1995年度,17.996,10.664,141428416.0
21214,岐阜県 可児市,1990,1990年度,21.638,8.602,107177304.0
21215,岐阜県 山県市,2015,2015年度,11.267,31.511,33098576.0
21215,岐阜県 山県市,2010,2010年度,12.711,25.762,33295191.0
21215,岐阜県 山県市,2005,2005年度,13.683,22.031,37260119.0
21215,岐阜県 山県市,2000,2000年度,15.195,19.208,40676763.0
21215,岐阜県 山県市,1995,1995年度,16.998,16.525,40717963.0
21215,岐阜県 山県市,1990,1990年度,19.891,14.047,30459385.0
21216,岐阜県 瑞穂市,2015,2015年度,16.107,19.423,73289670.0
21216,岐阜県 瑞穂市,2010,2010年度,16.291,16.208,67452579.0
21216,岐阜県 瑞穂市,2005,2005年度,16.321,13.576,67347533.0
21216,岐阜県 瑞穂市,2000,2000年度,16.961,11.866,68728753.0
21216,岐阜県 瑞穂市,1995,1995年度,17.532,9.936,64791188.0
21216,岐阜県 瑞穂市,1990,1990年度,19.716,8.185,49119689.0
21217,岐阜県 飛騨市,2015,2015年度,11.605,37.403,28655418.0
21217,岐阜県 飛騨市,2010,2010年度,12.506,33.342,30200284.0
21217,岐阜県 飛騨市,2005,2005年度,13.352,29.953,34544821.0
21217,岐阜県 飛騨市,2000,2000年度,14.007,26.281,41199003.0
21217,岐阜県 飛騨市,1995,1995年度,15.153,22.489,41088995.0
21217,岐阜県 飛騨市,1990,1990年度,17.048,18.504,32916164.0
21218,岐阜県 本巣市,2015,2015年度,14.264,27.775,42945713.0
21218,岐阜県 本巣市,2010,2010年度,15.088,22.958,43052187.0
21218,岐阜県 本巣市,2005,2005年度,14.779,20.151,44394168.0
21218,岐阜県 本巣市,2000,2000年度,15.224,17.829,49226366.0
21218,岐阜県 本巣市,1995,1995年度,16.662,15.674,48572456.0
21218,岐阜県 本巣市,1990,1990年度,19.282,13.251,37128129.0
21219,岐阜県 郡上市,2015,2015年度,12.397,34.697,47680904.0
21219,岐阜県 郡上市,2010,2010年度,13.077,32.175,47090209.0
21219,岐阜県 郡上市,2005,2005年度,14.216,29.974,52757224.0
21219,岐阜県 郡上市,2000,2000年度,15.813,27.169,58364157.0
21219,岐阜県 郡上市,1995,1995年度,17.31,22.988,57951219.0
21219,岐阜県 郡上市,1990,1990年度,18.97,18.856,42990651.0
21220,岐阜県 下呂市,2015,2015年度,11.404,37.398,36639883.0
21220,岐阜県 下呂市,2010,2010年度,12.458,33.122,38875038.0
21220,岐阜県 下呂市,2005,2005年度,13.542,29.794,43639006.0
21220,岐阜県 下呂市,2000,2000年度,14.85,25.941,53109952.0
21220,岐阜県 下呂市,1995,1995年度,15.574,21.821,55164087.0
21220,岐阜県 下呂市,1990,1990年度,17.419,18.249,41495505.0
21221,岐阜県 海津市,2015,2015年度,11.538,29.103,45640628.0
21221,岐阜県 海津市,2010,2010年度,12.606,23.631,46389087.0
21221,岐阜県 海津市,2005,2005年度,13.953,20.346,50529425.0
21221,岐阜県 海津市,2000,2000年度,15.804,17.625,56005964.0
21221,岐阜県 海津市,1995,1995年度,18.113,15.309,56335243.0
21221,岐阜県 海津市,1990,1990年度,20.497,13.023,44078833.0
21302,岐阜県 岐南町,2015,2015年度,15.007,21.57,35308929.0
21302,岐阜県 岐南町,2010,2010年度,15.468,18.4,32484867.0
21302,岐阜県 岐南町,2005,2005年度,16.14,14.542,32731941.0
21302,岐阜県 岐南町,2000,2000年度,16.258,11.826,35344404.0
21302,岐阜県 岐南町,1995,1995年度,16.691,9.632,33287037.0
21302,岐阜県 岐南町,1990,1990年度,19.381,7.876,27260945.0
21303,岐阜県 笠松町,2015,2015年度,13.705,27.064,29742919.0
21303,岐阜県 笠松町,2010,2010年度,14.683,23.732,28290760.0
21303,岐阜県 笠松町,2005,2005年度,14.399,20.352,29014905.0
21303,岐阜県 笠松町,2000,2000年度,13.773,17.644,32254907.0
21303,岐阜県 笠松町,1995,1995年度,13.541,15.538,32171729.0
21303,岐阜県 笠松町,1990,1990年度,15.754,12.767,27751242.0
21341,岐阜県 養老町,2015,2015年度,12.477,28.871,36637153.0
21341,岐阜県 養老町,2010,2010年度,12.993,23.675,37321155.0
21341,岐阜県 養老町,2005,2005年度,14.022,20.694,39100355.0
21341,岐阜県 養老町,2000,2000年度,15.492,18.385,42221169.0
21341,岐阜県 養老町,1995,1995年度,18.039,15.792,42459418.0
21341,岐阜県 養老町,1990,1990年度,20.624,13.253,32494986.0
21361,岐阜県 垂井町,2015,2015年度,13.58,28.313,34685325.0
21361,岐阜県 垂井町,2010,2010年度,14.573,23.627,34846379.0
21361,岐阜県 垂井町,2005,2005年度,14.511,20.606,37270802.0
21361,岐阜県 垂井町,2000,2000年度,15.127,17.809,40413314.0
21361,岐阜県 垂井町,1995,1995年度,16.464,15.253,40457816.0
21361,岐阜県 垂井町,1990,1990年度,19.168,12.68,33196403.0
21362,岐阜県 関ケ原町,2015,2015年度,10.096,36.15,9243278.0
21362,岐阜県 関ケ原町,2010,2010年度,11.018,30.114,10196916.0
21362,岐阜県 関ケ原町,2005,2005年度,12.509,26.329,11492369.0
21362,岐阜県 関ケ原町,2000,2000年度,13.699,22.36,12516701.0
21362,岐阜県 関ケ原町,1995,1995年度,15.056,18.139,13565219.0
21362,岐阜県 関ケ原町,1990,1990年度,17.739,14.323,11117633.0
21381,岐阜県 神戸町,2015,2015年度,12.908,29.214,24495230.0
21381,岐阜県 神戸町,2010,2010年度,14.124,23.608,25449043.0
21381,岐阜県 神戸町,2005,2005年度,14.642,18.92,28008715.0
21381,岐阜県 神戸町,2000,2000年度,14.593,15.508,30698045.0
21381,岐阜県 神戸町,1995,1995年度,16.005,12.81,31828447.0
21381,岐阜県 神戸町,1990,1990年度,19.368,10.554,25295106.0
21382,岐阜県 輪之内町,2015,2015年度,15.151,23.052,11942612.0
21382,岐阜県 輪之内町,2010,2010年度,16.005,19.834,11539111.0
21382,岐阜県 輪之内町,2005,2005年度,16.254,18.505,11821486.0
21382,岐阜県 輪之内町,2000,2000年度,16.289,17.919,12104077.0
21382,岐阜県 輪之内町,1995,1995年度,17.753,15.965,11495907.0
21382,岐阜県 輪之内町,1990,1990年度,20.274,14.12,8650617.0
21383,岐阜県 安八町,2015,2015年度,14.845,26.105,18784931.0
21383,岐阜県 安八町,2010,2010年度,15.867,20.915,18523966.0
21383,岐阜県 安八町,2005,2005年度,15.436,17.447,20749721.0
21383,岐阜県 安八町,2000,2000年度,15.533,14.723,22155604.0
21383,岐阜県 安八町,1995,1995年度,16.685,12.524,21859364.0
21383,岐阜県 安八町,1990,1990年度,19.49,10.275,17061134.0
21401,岐阜県 揖斐川町,2015,2015年度,11.115,35.19,26035391.0
21401,岐阜県 揖斐川町,2010,2010年度,11.945,29.793,27837707.0
21401,岐阜県 揖斐川町,2005,2005年度,12.519,26.355,31412679.0
21401,岐阜県 揖斐川町,2000,2000年度,14.206,23.833,36248841.0
21401,岐阜県 揖斐川町,1995,1995年度,15.877,20.594,37447414.0
21401,岐阜県 揖斐川町,1990,1990年度,18.542,17.153,30196652.0
21403,岐阜県 大野町,2015,2015年度,14.719,25.766,28958079.0
21403,岐阜県 大野町,2010,2010年度,15.981,21.434,27862672.0
21403,岐阜県 大野町,2005,2005年度,16.79,18.009,29360228.0
21403,岐阜県 大野町,2000,2000年度,17.42,15.751,31169859.0
21403,岐阜県 大野町,1995,1995年度,18.085,14.018,30732150.0
21403,岐阜県 大野町,1990,1990年度,20.348,11.999,23820392.0
21404,岐阜県 池田町,2015,2015年度,14.638,26.603,30175193.0
21404,岐阜県 池田町,2010,2010年度,15.729,22.466,29712056.0
21404,岐阜県 池田町,2005,2005年度,16.821,19.48,30947465.0
21404,岐阜県 池田町,2000,2000年度,17.212,17.515,33416353.0
21404,岐阜県 池田町,1995,1995年度,17.488,15.272,34296856.0
21404,岐阜県 池田町,1990,1990年度,19.375,13.426,25361221.0
21421,岐阜県 北方町,2015,2015年度,14.844,22.17,24097005.0
21421,岐阜県 北方町,2010,2010年度,16.591,18.266,23032029.0
21421,岐阜県 北方町,2005,2005年度,17.547,15.245,23434948.0
21421,岐阜県 北方町,2000,2000年度,18.023,12.771,24474334.0
21421,岐阜県 北方町,1995,1995年度,19.381,10.254,24884604.0
21421,岐阜県 北方町,1990,1990年度,21.291,8.624,19081741.0
21501,岐阜県 坂祝町,2015,2015年度,12.692,24.628,10677925.0
21501,岐阜県 坂祝町,2010,2010年度,13.049,19.113,9674682.0
21501,岐阜県 坂祝町,2005,2005年度,13.26,15.879,11135697.0
21501,岐阜県 坂祝町,2000,2000年度,14.368,14.108,11972433.0
21501,岐阜県 坂祝町,1995,1995年度,16.556,12.185,11784105.0
21501,岐阜県 坂祝町,1990,1990年度,19.72,9.745,9252749.0
21502,岐阜県 富加町,2015,2015年度,13.264,29.224,6634793.0
21502,岐阜県 富加町,2010,2010年度,13.071,24.692,6062874.0
21502,岐阜県 富加町,2005,2005年度,13.345,22.627,6782013.0
21502,岐阜県 富加町,2000,2000年度,15.373,20.908,7270048.0
21502,岐阜県 富加町,1995,1995年度,18.486,17.0,7929455.0
21502,岐阜県 富加町,1990,1990年度,21.329,14.53,6980902.0
21503,岐阜県 川辺町,2015,2015年度,12.925,29.842,12492755.0
21503,岐阜県 川辺町,2010,2010年度,13.679,26.527,12282771.0
21503,岐阜県 川辺町,2005,2005年度,14.809,24.285,13554329.0
21503,岐阜県 川辺町,2000,2000年度,16.372,21.538,14721745.0
21503,岐阜県 川辺町,1995,1995年度,17.434,18.174,14758873.0
21503,岐阜県 川辺町,1990,1990年度,18.469,15.164,11629240.0
21504,岐阜県 七宗町,2015,2015年度,8.798,41.796,4288908.0
21504,岐阜県 七宗町,2010,2010年度,10.236,36.508,4593372.0
21504,岐阜県 七宗町,2005,2005年度,11.54,33.614,5383664.0
21504,岐阜県 七宗町,2000,2000年度,13.412,29.519,6155000.0
21504,岐阜県 七宗町,1995,1995年度,15.727,25.104,6635026.0
21504,岐阜県 七宗町,1990,1990年度,17.894,20.535,5445613.0
21505,岐阜県 八百津町,2015,2015年度,10.393,36.601,13595070.0
21505,岐阜県 八百津町,2010,2010年度,11.565,32.511,13550525.0
21505,岐阜県 八百津町,2005,2005年度,12.37,30.05,15420917.0
21505,岐阜県 八百津町,2000,2000年度,14.107,26.863,17137649.0
21505,岐阜県 八百津町,1995,1995年度,15.786,23.522,17856267.0
21505,岐阜県 八百津町,1990,1990年度,17.589,19.652,14338891.0
21506,岐阜県 白川町,2015,2015年度,9.295,42.969,8603982.0
21506,岐阜県 白川町,2010,2010年度,11.165,37.933,9095711.0
21506,岐阜県 白川町,2005,2005年度,12.992,35.059,10800223.0
21506,岐阜県 白川町,2000,2000年度,14.873,31.528,12330631.0
21506,岐阜県 白川町,1995,1995年度,17.062,26.607,12458987.0
21506,岐阜県 白川町,1990,1990年度,18.411,22.207,10721805.0
21507,岐阜県 東白川村,2015,2015年度,10.792,42.149,2222727.0
21507,岐阜県 東白川村,2010,2010年度,11.695,40.095,2298103.0
21507,岐阜県 東白川村,2005,2005年度,13.805,35.774,2793566.0
21507,岐阜県 東白川村,2000,2000年度,14.866,32.718,3143317.0
21507,岐阜県 東白川村,1995,1995年度,16.427,26.752,3349649.0
21507,岐阜県 東白川村,1990,1990年度,18.056,23.292,2302215.0
21521,岐阜県 御嵩町,2015,2015年度,12.203,28.447,23275030.0
21521,岐阜県 御嵩町,2010,2010年度,12.468,24.139,22644080.0
21521,岐阜県 御嵩町,2005,2005年度,13.667,21.581,24666517.0
21521,岐阜県 御嵩町,2000,2000年度,15.84,18.633,26557497.0
21521,岐阜県 御嵩町,1995,1995年度,18.438,15.931,26316572.0
21521,岐阜県 御嵩町,1990,1990年度,20.52,13.627,19622873.0
21604,岐阜県 白川村,2015,2015年度,14.295,31.759,2202567.0
21604,岐阜県 白川村,2010,2010年度,15.695,28.621,2499094.0
21604,岐阜県 白川村,2005,2005年度,16.137,24.508,2770614.0
21604,岐阜県 白川村,2000,2000年度,14.458,21.246,3449982.0
21604,岐阜県 白川村,1995,1995年度,16.535,21.395,2654926.0
21604,岐阜県 白川村,1990,1990年度,19.027,19.662,1945454.0
22100,静岡県 静岡市,2015,2015年度,12.099,28.402,1083673305.0
22100,静岡県 静岡市,2010,2010年度,12.8,24.579,1055574109.0
22100,静岡県 静岡市,2005,2005年度,13.363,21.144,1076475062.0
22100,静岡県 静岡市,2000,2000年度,14.178,17.753,1168310362.0
22100,静岡県 静岡市,1995,1995年度,15.526,14.513,1193349103.0
22100,静岡県 静岡市,1990,1990年度,18.017,11.638,993274407.0
22101,静岡県 静岡市 葵区,2015,2015年度,12.262,29.241,
22101,静岡県 静岡市 葵区,2010,2010年度,12.634,25.597,
22101,静岡県 静岡市 葵区,2005,2005年度,13.136,22.053,
22101,静岡県 静岡市 葵区,2000,2000年度,,,
22101,静岡県 静岡市 葵区,1995,1995年度,,,
22101,静岡県 静岡市 葵区,1990,1990年度,,,
22102,静岡県 静岡市 駿河区,2015,2015年度,12.48,25.201,
22102,静岡県 静岡市 駿河区,2010,2010年度,13.427,21.726,
22102,静岡県 静岡市 駿河区,2005,2005年度,14.013,18.826,
22102,静岡県 静岡市 駿河区,2000,2000年度,,,
22102,静岡県 静岡市 駿河区,1995,1995年度,,,
22102,静岡県 静岡市 駿河区,1990,1990年度,,,
22103,静岡県 静岡市 清水区,2015,2015年度,11.589,30.357,
22103,静岡県 静岡市 清水区,2010,2010年度,12.432,25.983,
22103,静岡県 静岡市 清水区,2005,2005年度,13.064,22.108,
22103,静岡県 静岡市 清水区,2000,2000年度,,,
22103,静岡県 静岡市 清水区,1995,1995年度,,,
22103,静岡県 静岡市 清水区,1990,1990年度,,,
22130,静岡県 浜松市,2015,2015年度,13.46,26.11,1203489359.0
22130,静岡県 浜松市,2010,2010年度,13.996,22.644,1149526568.0
22130,静岡県 浜松市,2005,2005年度,14.444,19.91,1215238414.0
22130,静岡県 浜松市,2000,2000年度,15.258,17.413,1243873597.0
22130,静岡県 浜松市,1995,1995年度,16.747,14.789,1195105687.0
22130,静岡県 浜松市,1990,1990年度,19.017,12.178,
22131,静岡県 浜松市 中区,2015,2015年度,12.438,24.381,
